year,month,is_ruen,date
2028,5,1,2028-06-23
2028,6,0,2028-07-22
2028,7,0,2028-08-20
2028,8,0,2028-09-19
2028,9,0,2028-10-18
2028,10,0,2028-11-16
2028,11,0,2028-12-16
2029,12,0,2029-01-15
2029,1,0,2029-02-13
2029,2,0,2029-03-15
2029,3,0,2029-04-14
2029,4,0,2029-05-13
2029,5,0,2029-06-12
2029,6,0,2029-07-11
2029,7,0,2029-08-10
2029,8,0,2029-09-08
2029,9,0,2029-10-08
2029,10,0,2029-11-06
2029,11,0,2029-12-05
2030,12,0,2030-01-04
2030,1,0,2030-02-03
2030,2,0,2030-03-04
2030,3,0,2030-04-03
2030,4,0,2030-05-02
2030,5,0,2030-06-01
2030,6,0,2030-07-01
2030,7,0,2030-07-30
2030,8,0,2030-08-29
2030,9,0,2030-09-27
2030,10,0,2030-10-27
2030,11,0,2030-11-25
2030,12,0,2030-12-25
2031,1,0,2031-01-23
2031,2,0,2031-02-21
2031,3,0,2031-03-23
2031,3,1,2031-04-22
2031,4,0,2031-05-21
2031,5,0,2031-06-20
2031,6,0,2031-07-19
2031,7,0,2031-08-18
2031,8,0,2031-09-17
2031,9,0,2031-10-16
2031,10,0,2031-11-15
2031,11,0,2031-12-14
2032,12,0,2032-01-13
2032,1,0,2032-02-11
2032,2,0,2032-03-12
2032,3,0,2032-04-10
2032,4,0,2032-05-09
2032,5,0,2032-06-08
2032,6,0,2032-07-07
2032,7,0,2032-08-06
2032,8,0,2032-09-05
2032,9,0,2032-10-04
2032,10,0,2032-11-03
2032,11,0,2032-12-03
2033,12,0,2033-01-01
2033,1,0,2033-01-31
2033,2,0,2033-03-01
2033,3,0,2033-03-31
2033,4,0,2033-04-29
2033,5,0,2033-05-28
2033,6,0,2033-06-27
2033,7,0,2033-07-26
2033,8,0,2033-08-25
2033,9,0,2033-09-23
2033,10,0,2033-10-23
2033,11,0,2033-11-22
2033,11,1,2033-12-22
2034,12,0,2034-01-20
2034,1,0,2034-02-19
2034,2,0,2034-03-20
2034,3,0,2034-04-19
2034,4,0,2034-05-18
2034,5,0,2034-06-16
2034,6,0,2034-07-16
2034,7,0,2034-08-14
2034,8,0,2034-09-13
2034,9,0,2034-10-12
2034,10,0,2034-11-11
2034,11,0,2034-12-11
2035,12,0,2035-01-09
2035,1,0,2035-02-08
2035,2,0,2035-03-10
2035,3,0,2035-04-08
2035,4,0,2035-05-08
2035,5,0,2035-06-06
2035,6,0,2035-07-05
2035,7,0,2035-08-04
2035,8,0,2035-09-02
2035,9,0,2035-10-01
2035,10,0,2035-10-31
2035,11,0,2035-11-30
2035,12,0,2035-12-29
2036,1,0,2036-01-28
2036,2,0,2036-02-27
2036,3,0,2036-03-28
2036,4,0,2036-04-26
2036,5,0,2036-05-26
2036,6,0,2036-06-24
2036,6,1,2036-07-23
2036,7,0,2036-08-22
2036,8,0,2036-09-20
2036,9,0,2036-10-19
2036,10,0,2036-11-18
2036,11,0,2036-12-17
2037,12,0,2037-01-16
2037,1,0,2037-02-15
2037,2,0,2037-03-17
2037,3,0,2037-04-16
2037,4,0,2037-05-15
2037,5,0,2037-06-14
2037,6,0,2037-07-13
2037,7,0,2037-08-11
2037,8,0,2037-09-10
2037,9,0,2037-10-09
2037,10,0,2037-11-07
2037,11,0,2037-12-07
2038,12,0,2038-01-05
2038,1,0,2038-02-04
2038,2,0,2038-03-06
2038,3,0,2038-04-05
2038,4,0,2038-05-04
2038,5,0,2038-06-03
2038,6,0,2038-07-02
2038,7,0,2038-08-01
2038,8,0,2038-08-30
2038,9,0,2038-09-29
2038,10,0,2038-10-28
2038,11,0,2038-11-26
2038,12,0,2038-12-26
2039,1,0,2039-01-24
2039,2,0,2039-02-23
2039,3,0,2039-03-25
2039,4,0,2039-04-23
2039,5,0,2039-05-23
2039,5,1,2039-06-22
2039,6,0,2039-07-21
2039,7,0,2039-08-20
2039,8,0,2039-09-18
2039,9,0,2039-10-18
2039,10,0,2039-11-16
2039,11,0,2039-12-16
2040,12,0,2040-01-14
2040,1,0,2040-02-12
2040,2,0,2040-03-13
2040,3,0,2040-04-11
2040,4,0,2040-05-11
2040,5,0,2040-06-10
2040,6,0,2040-07-09
2040,7,0,2040-08-08
2040,8,0,2040-09-06
2040,9,0,2040-10-06
2040,10,0,2040-11-05
2040,11,0,2040-12-04
2041,12,0,2041-01-03
2041,1,0,2041-02-01
2041,2,0,2041-03-02
2041,3,0,2041-04-01
2041,4,0,2041-04-30
2041,5,0,2041-05-30
2041,6,0,2041-06-28
2041,7,0,2041-07-28
2041,8,0,2041-08-27
2041,9,0,2041-09-25
2041,10,0,2041-10-25
2041,11,0,2041-11-24
2041,12,0,2041-12-23
2042,1,0,2042-01-22
2042,2,0,2042-02-20
2042,2,1,2042-03-22
2042,3,0,2042-04-20
2042,4,0,2042-05-19
2042,5,0,2042-06-18
2042,6,0,2042-07-17
2042,7,0,2042-08-16
2042,8,0,2042-09-14
2042,9,0,2042-10-14
2042,10,0,2042-11-13
2042,11,0,2042-12-12
2043,12,0,2043-01-11
2043,1,0,2043-02-10
2043,2,0,2043-03-11
2043,3,0,2043-04-10
2043,4,0,2043-05-09
2043,5,0,2043-06-07
2043,6,0,2043-07-07
2043,7,0,2043-08-05
2043,8,0,2043-09-03
2043,9,0,2043-10-03
2043,10,0,2043-11-02
2043,11,0,2043-12-01
2043,12,0,2043-12-31
2044,1,0,2044-01-30
2044,2,0,2044-02-29
2044,3,0,2044-03-29
2044,4,0,2044-04-28
2044,5,0,2044-05-27
2044,6,0,2044-06-25
2044,7,0,2044-07-25
2044,7,1,2044-08-23
2044,8,0,2044-09-21
2044,9,0,2044-10-21
2044,10,0,2044-11-19
2044,11,0,2044-12-19
2045,12,0,2045-01-18
2045,1,0,2045-02-17
2045,2,0,2045-03-19
2045,3,0,2045-04-17
2045,4,0,2045-05-17
2045,5,0,2045-06-15
2045,6,0,2045-07-14
2045,7,0,2045-08-13
2045,8,0,2045-09-11
2045,9,0,2045-10-10
2045,10,0,2045-11-09
2045,11,0,2045-12-08
2046,12,0,2046-01-07
2046,1,0,2046-02-06
2046,2,0,2046-03-08
2046,3,0,2046-04-06
2046,4,0,2046-05-06
2046,5,0,2046-06-04
2046,6,0,2046-07-04
2046,7,0,2046-08-02
2046,8,0,2046-09-01
2046,9,0,2046-09-30
2046,10,0,2046-10-29
2046,11,0,2046-11-28
2046,12,0,2046-12-27
2047,1,0,2047-01-26
2047,2,0,2047-02-25
2047,3,0,2047-03-26
2047,4,0,2047-04-25
2047,5,0,2047-05-25
2047,5,1,2047-06-23
2047,6,0,2047-07-23
2047,7,0,2047-08-21
2047,8,0,2047-09-20
2047,9,0,2047-10-19
2047,10,0,2047-11-17
2047,11,0,2047-12-17
2048,12,0,2048-01-15
2048,1,0,2048-02-14
2048,2,0,2048-03-14
2048,3,0,2048-04-13
2048,4,0,2048-05-13
2048,5,0,2048-06-11
2048,6,0,2048-07-11
2048,7,0,2048-08-10
2048,8,0,2048-09-08
2048,9,0,2048-10-08
2048,10,0,2048-11-06
2048,11,0,2048-12-05
2049,12,0,2049-01-04
2049,1,0,2049-02-02
2049,2,0,2049-03-04
2049,3,0,2049-04-02
2049,4,0,2049-05-02
2049,5,0,2049-05-31
2049,6,0,2049-06-30
2049,7,0,2049-07-30
2049,8,0,2049-08-28
2049,9,0,2049-09-27
2049,10,0,2049-10-27
2049,11,0,2049-11-25
2049,12,0,2049-12-25
2050,1,0,2050-01-23
2050,2,0,2050-02-21
2050,3,0,2050-03-23
2050,3,1,2050-04-21
2050,4,0,2050-05-21
2050,5,0,2050-06-19
2050,6,0,2050-07-19
2050,7,0,2050-08-17
2050,8,0,2050-09-16
2050,9,0,2050-10-16
2050,10,0,2050-11-14
2050,11,0,2050-12-14
2051,12,0,2051-01-13
2051,1,0,2051-02-11
2051,2,0,2051-03-13
2051,3,0,2051-04-11
2051,4,0,2051-05-10
2051,5,0,2051-06-09
2051,6,0,2051-07-08
2051,7,0,2051-08-06
2051,8,0,2051-09-05
2051,9,0,2051-10-05
2051,10,0,2051-11-03
2051,11,0,2051-12-03
2052,12,0,2052-01-02
2052,1,0,2052-02-01
2052,2,0,2052-03-01
2052,3,0,2052-03-31
2052,4,0,2052-04-29
2052,5,0,2052-05-28
2052,6,0,2052-06-27
2052,7,0,2052-07-26
2052,8,0,2052-08-24
2052,8,1,2052-09-23
2052,9,0,2052-10-22
2052,10,0,2052-11-21
2052,11,0,2052-12-21
2053,12,0,2053-01-20
2053,1,0,2053-02-19
2053,2,0,2053-03-20
2053,3,0,2053-04-19
2053,4,0,2053-05-18
2053,5,0,2053-06-16
2053,6,0,2053-07-16
2053,7,0,2053-08-14
2053,8,0,2053-09-12
2053,9,0,2053-10-12
2053,10,0,2053-11-10
2053,11,0,2053-12-10
2054,12,0,2054-01-09
2054,1,0,2054-02-08
2054,2,0,2054-03-09
2054,3,0,2054-04-08
2054,4,0,2054-05-08
2054,5,0,2054-06-06
2054,6,0,2054-07-05
2054,7,0,2054-08-04
2054,8,0,2054-09-02
2054,9,0,2054-10-01
2054,10,0,2054-10-31
2054,11,0,2054-11-29
2054,12,0,2054-12-29
2055,1,0,2055-01-28
2055,2,0,2055-02-26
2055,3,0,2055-03-28
2055,4,0,2055-04-27
2055,5,0,2055-05-26
2055,6,0,2055-06-25
2055,6,1,2055-07-24
2055,7,0,2055-08-23
2055,8,0,2055-09-21
2055,9,0,2055-10-20
2055,10,0,2055-11-19
2055,11,0,2055-12-18
2056,12,0,2056-01-17
2056,1,0,2056-02-15
2056,2,0,2056-03-16
2056,3,0,2056-04-15
2056,4,0,2056-05-15
2056,5,0,2056-06-13
2056,6,0,2056-07-13
2056,7,0,2056-08-11
2056,8,0,2056-09-10
2056,9,0,2056-10-09
2056,10,0,2056-11-07
2056,11,0,2056-12-07
2057,12,0,2057-01-05
2057,1,0,2057-02-04
2057,2,0,2057-03-05
2057,3,0,2057-04-04
2057,4,0,2057-05-04
2057,5,0,2057-06-02
2057,6,0,2057-07-02
2057,7,0,2057-07-31
2057,8,0,2057-08-30
2057,9,0,2057-09-28
2057,10,0,2057-10-28
2057,11,0,2057-11-26
2057,12,0,2057-12-26
2058,1,0,2058-01-24
2058,2,0,2058-02-23
2058,3,0,2058-03-24
2058,4,0,2058-04-23
2058,4,1,2058-05-22
2058,5,0,2058-06-21
2058,6,0,2058-07-20
2058,7,0,2058-08-19
2058,8,0,2058-09-18
2058,9,0,2058-10-17
2058,10,0,2058-11-16
2058,11,0,2058-12-16
2059,12,0,2059-01-14
2059,1,0,2059-02-12
2059,2,0,2059-03-14
2059,3,0,2059-04-12
2059,4,0,2059-05-12
2059,5,0,2059-06-10
2059,6,0,2059-07-10
2059,7,0,2059-08-08
2059,8,0,2059-09-07
2059,9,0,2059-10-06
2059,10,0,2059-11-05
2059,11,0,2059-12-05
2060,12,0,2060-01-04
2060,1,0,2060-02-02
2060,2,0,2060-03-03
2060,3,0,2060-04-01
2060,4,0,2060-04-30
2060,5,0,2060-05-30
2060,6,0,2060-06-28
2060,7,0,2060-07-27
2060,8,0,2060-08-26
2060,9,0,2060-09-24
2060,10,0,2060-10-24
2060,11,0,2060-11-23
2060,12,0,2060-12-23
2061,1,0,2061-01-21
2061,2,0,2061-02-20
2061,3,0,2061-03-22
2061,3,1,2061-04-20
2061,4,0,2061-05-19
2061,5,0,2061-06-18
2061,6,0,2061-07-17
2061,7,0,2061-08-15
2061,8,0,2061-09-14
2061,9,0,2061-10-13
2061,10,0,2061-11-12
2061,11,0,2061-12-12
2062,12,0,2062-01-11
2062,1,0,2062-02-09
2062,2,0,2062-03-11
2062,3,0,2062-04-10
2062,4,0,2062-05-09
2062,5,0,2062-06-07
2062,6,0,2062-07-07
2062,7,0,2062-08-05
2062,8,0,2062-09-03
2062,9,0,2062-10-03
2062,10,0,2062-11-01
2062,11,0,2062-12-01
2062,12,0,2062-12-31
2063,1,0,2063-01-29
2063,2,0,2063-02-28
2063,3,0,2063-03-30
2063,4,0,2063-04-28
2063,5,0,2063-05-28
2063,6,0,2063-06-26
2063,7,0,2063-07-26
2063,7,1,2063-08-24
2063,8,0,2063-09-22
2063,9,0,2063-10-22
2063,10,0,2063-11-20
2063,11,0,2063-12-20
2064,12,0,2064-01-18
2064,1,0,2064-02-17
2064,2,0,2064-03-18
2064,3,0,2064-04-17
2064,4,0,2064-05-16
2064,5,0,2064-06-15
2064,6,0,2064-07-14
2064,7,0,2064-08-13
2064,8,0,2064-09-11
2064,9,0,2064-10-10
2064,10,0,2064-11-09
2064,11,0,2064-12-08
2065,12,0,2065-01-07
2065,1,0,2065-02-05
2065,2,0,2065-03-07
2065,3,0,2065-04-06
2065,4,0,2065-05-05
2065,5,0,2065-06-04
2065,6,0,2065-07-04
2065,7,0,2065-08-02
2065,8,0,2065-09-01
2065,9,0,2065-09-30
2065,10,0,2065-10-29
2065,11,0,2065-11-28
2065,12,0,2065-12-27
2066,1,0,2066-01-26
2066,2,0,2066-02-24
2066,3,0,2066-03-26
2066,4,0,2066-04-24
2066,5,0,2066-05-24
2066,5,1,2066-06-23
2066,6,0,2066-07-22
2066,7,0,2066-08-21
2066,8,0,2066-09-19
2066,9,0,2066-10-19
2066,10,0,2066-11-17
2066,11,0,2066-12-17
2067,12,0,2067-01-15
2067,1,0,2067-02-14
2067,2,0,2067-03-15
2067,3,0,2067-04-14
2067,4,0,2067-05-13
2067,5,0,2067-06-12
2067,6,0,2067-07-11
2067,7,0,2067-08-10
2067,8,0,2067-09-09
2067,9,0,2067-10-08
2067,10,0,2067-11-07
2067,11,0,2067-12-06
2068,12,0,2068-01-05
2068,1,0,2068-02-03
2068,2,0,2068-03-04
2068,3,0,2068-04-02
2068,4,0,2068-05-02
2068,5,0,2068-05-31
2068,6,0,2068-06-29
2068,7,0,2068-07-29
2068,8,0,2068-08-28
2068,9,0,2068-09-26
2068,10,0,2068-10-26
2068,11,0,2068-11-25
2068,12,0,2068-12-24
2069,1,0,2069-01-23
2069,2,0,2069-02-21
2069,3,0,2069-03-23
2069,4,0,2069-04-21
2069,4,1,2069-05-21
2069,5,0,2069-06-19
2069,6,0,2069-07-18
2069,7,0,2069-08-17
2069,8,0,2069-09-15
2069,9,0,2069-10-15
2069,10,0,2069-11-14
2069,11,0,2069-12-14
2070,12,0,2070-01-12
2070,1,0,2070-02-11
2070,2,0,2070-03-12
2070,3,0,2070-04-11
2070,4,0,2070-05-10
2070,5,0,2070-06-09
2070,6,0,2070-07-08
2070,7,0,2070-08-06
2070,8,0,2070-09-05
2070,9,0,2070-10-04
2070,10,0,2070-11-03
2070,11,0,2070-12-03
2071,12,0,2071-01-01
2071,1,0,2071-01-31
2071,2,0,2071-03-02
2071,3,0,2071-03-31
2071,4,0,2071-04-30
2071,5,0,2071-05-29
2071,6,0,2071-06-28
2071,7,0,2071-07-27
2071,8,0,2071-08-25
2071,8,1,2071-09-24
2071,9,0,2071-10-23
2071,10,0,2071-11-22
2071,11,0,2071-12-21
2072,12,0,2072-01-20
2072,1,0,2072-02-19
2072,2,0,2072-03-20
2072,3,0,2072-04-18
2072,4,0,2072-05-18
2072,5,0,2072-06-16
2072,6,0,2072-07-16
2072,7,0,2072-08-14
2072,8,0,2072-09-12
2072,9,0,2072-10-12
2072,10,0,2072-11-10
2072,11,0,2072-12-10
2073,12,0,2073-01-08
2073,1,0,2073-02-07
2073,2,0,2073-03-09
2073,3,0,2073-04-07
2073,4,0,2073-05-07
2073,5,0,2073-06-06
2073,6,0,2073-07-05
2073,7,0,2073-08-04
2073,8,0,2073-09-02
2073,9,0,2073-10-01
2073,10,0,2073-10-31
2073,11,0,2073-11-29
2073,12,0,2073-12-29
2074,1,0,2074-01-27
2074,2,0,2074-02-26
2074,3,0,2074-03-27
2074,4,0,2074-04-26
2074,5,0,2074-05-26
2074,6,0,2074-06-24
2074,6,1,2074-07-24
2074,7,0,2074-08-22
2074,8,0,2074-09-21
2074,9,0,2074-10-20
2074,10,0,2074-11-19
2074,11,0,2074-12-18
2075,12,0,2075-01-17
2075,1,0,2075-02-15
2075,2,0,2075-03-17
2075,3,0,2075-04-15
2075,4,0,2075-05-15
2075,5,0,2075-06-13
2075,6,0,2075-07-13
2075,7,0,2075-08-12
2075,8,0,2075-09-10
2075,9,0,2075-10-10
2075,10,0,2075-11-08
2075,11,0,2075-12-08
2076,12,0,2076-01-06
2076,1,0,2076-02-05
2076,2,0,2076-03-05
2076,3,0,2076-04-04
2076,4,0,2076-05-03
2076,5,0,2076-06-02
2076,6,0,2076-07-01
2076,7,0,2076-07-31
2076,8,0,2076-08-29
2076,9,0,2076-09-28
2076,10,0,2076-10-28
2076,11,0,2076-11-26
2076,12,0,2076-12-26
2077,1,0,2077-01-24
2077,2,0,2077-02-23
2077,3,0,2077-03-24
2077,4,0,2077-04-23
2077,4,1,2077-05-22
2077,5,0,2077-06-20
2077,6,0,2077-07-20
2077,7,0,2077-08-18
2077,8,0,2077-09-17
2077,9,0,2077-10-17
2077,10,0,2077-11-16
2077,11,0,2077-12-15
2078,12,0,2078-01-14
2078,1,0,2078-02-12
2078,2,0,2078-03-14
2078,3,0,2078-04-12
2078,4,0,2078-05-12
2078,5,0,2078-06-10
2078,6,0,2078-07-09
2078,7,0,2078-08-08
2078,8,0,2078-09-06
2078,9,0,2078-10-06
2078,10,0,2078-11-05
2078,11,0,2078-12-04
2079,12,0,2079-01-03
2079,1,0,2079-02-02
2079,2,0,2079-03-03
2079,3,0,2079-04-02
2079,4,0,2079-05-01
2079,5,0,2079-05-31
2079,6,0,2079-06-29
2079,7,0,2079-07-28
2079,8,0,2079-08-27
2079,9,0,2079-09-25
2079,10,0,2079-10-25
2079,11,0,2079-11-23
2079,12,0,2079-12-23
2080,1,0,2080-01-22
2080,2,0,2080-02-21
2080,3,0,2080-03-21
2080,3,1,2080-04-20
2080,4,0,2080-05-19
2080,5,0,2080-06-18
2080,6,0,2080-07-17
2080,7,0,2080-08-15
2080,8,0,2080-09-14
2080,9,0,2080-10-13
2080,10,0,2080-11-11
2080,11,0,2080-12-11
2081,12,0,2081-01-10
2081,1,0,2081-02-09
2081,2,0,2081-03-10
2081,3,0,2081-04-09
2081,4,0,2081-05-09
2081,5,0,2081-06-07
2081,6,0,2081-07-07
2081,7,0,2081-08-05
2081,8,0,2081-09-03
2081,9,0,2081-10-03
2081,10,0,2081-11-01
2081,11,0,2081-11-30
2081,12,0,2081-12-30
2082,1,0,2082-01-29
2082,2,0,2082-02-27
2082,3,0,2082-03-29
2082,4,0,2082-04-28
2082,5,0,2082-05-28
2082,6,0,2082-06-26
2082,7,0,2082-07-25
2082,7,1,2082-08-24
2082,8,0,2082-09-22
2082,9,0,2082-10-22
2082,10,0,2082-11-20
2082,11,0,2082-12-19
2083,12,0,2083-01-18
2083,1,0,2083-02-17
2083,2,0,2083-03-18
2083,3,0,2083-04-17
2083,4,0,2083-05-17
2083,5,0,2083-06-15
2083,6,0,2083-07-15
2083,7,0,2083-08-13
2083,8,0,2083-09-12
2083,9,0,2083-10-11
2083,10,0,2083-11-10
2083,11,0,2083-12-09
2084,12,0,2084-01-08
2084,1,0,2084-02-06
2084,2,0,2084-03-07
2084,3,0,2084-04-05
2084,4,0,2084-05-05
2084,5,0,2084-06-03
2084,6,0,2084-07-03
2084,7,0,2084-08-02
2084,8,0,2084-08-31
2084,9,0,2084-09-30
2084,10,0,2084-10-29
2084,11,0,2084-11-28
2084,12,0,2084-12-27
2085,1,0,2085-01-26
2085,2,0,2085-02-24
2085,3,0,2085-03-26
2085,4,0,2085-04-24
2085,5,0,2085-05-23
2085,5,1,2085-06-22
2085,6,0,2085-07-22
2085,7,0,2085-08-20
2085,8,0,2085-09-19
2085,9,0,2085-10-19
2085,10,0,2085-11-17
2085,11,0,2085-12-17
2086,12,0,2086-01-15
2086,1,0,2086-02-14
2086,2,0,2086-03-15
2086,3,0,2086-04-14
2086,4,0,2086-05-13
2086,5,0,2086-06-11
2086,6,0,2086-07-11
2086,7,0,2086-08-09
2086,8,0,2086-09-08
2086,9,0,2086-10-08
2086,10,0,2086-11-06
2086,11,0,2086-12-06
2087,12,0,2087-01-05
2087,1,0,2087-02-03
2087,2,0,2087-03-05
2087,3,0,2087-04-03
2087,4,0,2087-05-03
2087,5,0,2087-06-01
2087,6,0,2087-06-30
2087,7,0,2087-07-30
2087,8,0,2087-08-28
2087,9,0,2087-09-27
2087,10,0,2087-10-26
2087,11,0,2087-11-25
2087,12,0,2087-12-25
2088,1,0,2088-01-24
2088,2,0,2088-02-22
2088,3,0,2088-03-23
2088,4,0,2088-04-21
2088,4,1,2088-05-21
2088,5,0,2088-06-19
2088,6,0,2088-07-18
2088,7,0,2088-08-17
2088,8,0,2088-09-15
2088,9,0,2088-10-14
2088,10,0,2088-11-13
2088,11,0,2088-12-13
2089,12,0,2089-01-12
2089,1,0,2089-02-10
2089,2,0,2089-03-12
2089,3,0,2089-04-11
2089,4,0,2089-05-10
2089,5,0,2089-06-09
2089,6,0,2089-07-08
2089,7,0,2089-08-06
2089,8,0,2089-09-04
2089,9,0,2089-10-04
2089,10,0,2089-11-02
2089,11,0,2089-12-02
2090,12,0,2090-01-01
2090,1,0,2090-01-30
2090,2,0,2090-03-01
2090,3,0,2090-03-31
2090,4,0,2090-04-30
2090,5,0,2090-05-29
2090,6,0,2090-06-28
2090,7,0,2090-07-27
2090,8,0,2090-08-25
2090,8,1,2090-09-24
2090,9,0,2090-10-23
2090,10,0,2090-11-21
2090,11,0,2090-12-21
2091,12,0,2091-01-20
2091,1,0,2091-02-18
2091,2,0,2091-03-20
2091,3,0,2091-04-19
2091,4,0,2091-05-18
2091,5,0,2091-06-17
2091,6,0,2091-07-16
2091,7,0,2091-08-15
2091,8,0,2091-09-13
2091,9,0,2091-10-13
2091,10,0,2091-11-11
2091,11,0,2091-12-10
2092,12,0,2092-01-09
2092,1,0,2092-02-07
2092,2,0,2092-03-08
2092,3,0,2092-04-07
2092,4,0,2092-05-06
2092,5,0,2092-06-05
2092,6,0,2092-07-05
2092,7,0,2092-08-03
2092,8,0,2092-09-02
2092,9,0,2092-10-01
2092,10,0,2092-10-31
2092,11,0,2092-11-29
2092,12,0,2092-12-29
2093,1,0,2093-01-27
2093,2,0,2093-02-25
2093,3,0,2093-03-27
2093,4,0,2093-04-26
2093,5,0,2093-05-25
2093,6,0,2093-06-24
2093,6,1,2093-07-23
2093,7,0,2093-08-22
2093,8,0,2093-09-21
2093,9,0,2093-10-20
2093,10,0,2093-11-19
2093,11,0,2093-12-18
2094,12,0,2094-01-17
2094,1,0,2094-02-15
2094,2,0,2094-03-16
2094,3,0,2094-04-15
2094,4,0,2094-05-14
2094,5,0,2094-06-13
2094,6,0,2094-07-12
2094,7,0,2094-08-11
2094,8,0,2094-09-10
2094,9,0,2094-10-09
2094,10,0,2094-11-08
2094,11,0,2094-12-08
2095,12,0,2095-01-06
2095,1,0,2095-02-05
2095,2,0,2095-03-06
2095,3,0,2095-04-05
2095,4,0,2095-05-04
2095,5,0,2095-06-02
2095,6,0,2095-07-02
2095,7,0,2095-07-31
2095,8,0,2095-08-30
2095,9,0,2095-09-28
2095,10,0,2095-10-28
2095,11,0,2095-11-27
2095,12,0,2095-12-27
2096,1,0,2096-01-25
2096,2,0,2096-02-24
2096,3,0,2096-03-24
2096,4,0,2096-04-23
2096,4,1,2096-05-22
2096,5,0,2096-06-20
2096,6,0,2096-07-20
2096,7,0,2096-08-18
2096,8,0,2096-09-16
2096,9,0,2096-10-16
2096,10,0,2096-11-15
2096,11,0,2096-12-15
2097,12,0,2097-01-13
2097,1,0,2097-02-12
2097,2,0,2097-03-14
2097,3,0,2097-04-12
2097,4,0,2097-05-12
2097,5,0,2097-06-10
2097,6,0,2097-07-09
2097,7,0,2097-08-07
2097,8,0,2097-09-06
2097,9,0,2097-10-05
2097,10,0,2097-11-04
2097,11,0,2097-12-04
2098,12,0,2098-01-02
2098,1,0,2098-02-01
2098,2,0,2098-03-03
2098,3,0,2098-04-02
2098,4,0,2098-05-01
2098,5,0,2098-05-31
2098,6,0,2098-06-29
2098,7,0,2098-07-28
2098,8,0,2098-08-26
2098,9,0,2098-09-25
2098,10,0,2098-10-24
2098,11,0,2098-11-23
2098,12,0,2098-12-22
2099,1,0,2099-01-21
2099,2,0,2099-02-20
2099,2,1,2099-03-22
2099,3,0,2099-04-20
2099,4,0,2099-05-20
2099,5,0,2099-06-19
2099,6,0,2099-07-18
2099,7,0,2099-08-16
2099,8,0,2099-09-15
2099,9,0,2099-10-14
2099,10,0,2099-11-12
2099,11,0,2099-12-12
2100,12,0,2100-01-10
2100,1,0,2100-02-09
2100,2,0,2100-03-11
2100,3,0,2100-04-10
2100,4,0,2100-05-09
2100,5,0,2100-06-08
2100,6,0,2100-07-07
2100,7,0,2100-08-06
2100,8,0,2100-09-04
2100,9,0,2100-10-04
2100,10,0,2100-11-02
2100,11,0,2100-12-01
2100,12,0,2100-12-31
