year,term,datetime,jie_zhong
1972,霜降,1972-10-23 15:41:27,zhong
1972,立冬,1972-11-07 15:39:23,jie
1972,小雪,1972-11-22 13:02:41,zhong
1972,大雪,1972-12-07 08:18:42,jie
1972,冬至,1972-12-22 02:12:53,zhong
1973,小寒,1973-01-05 19:25:19,jie
1973,大寒,1973-01-20 12:48:12,zhong
1973,立春,1973-02-04 07:04:12,jie
1973,雨水,1973-02-19 03:01:09,zhong
1973,惊蛰,1973-03-06 01:12:36,jie
1973,春分,1973-03-21 02:12:26,zhong
1973,清明,1973-04-05 06:13:53,jie
1973,谷雨,1973-04-20 13:30:21,zhong
1973,立夏,1973-05-05 23:46:23,jie
1973,小满,1973-05-21 12:53:49,zhong
1973,芒种,1973-06-06 04:06:50,jie
1973,夏至,1973-06-21 21:00:34,zhong
1973,小暑,1973-07-07 14:27:21,jie
1973,大暑,1973-07-23 07:55:32,zhong
1973,立秋,1973-08-08 00:12:48,jie
1973,处暑,1973-08-23 14:53:27,zhong
1973,白露,1973-09-08 02:59:24,jie
1973,秋分,1973-09-23 12:21:06,zhong
1973,寒露,1973-10-08 18:27:15,jie
1973,霜降,1973-10-23 21:30:09,zhong
1973,立冬,1973-11-07 21:27:38,jie
1973,小雪,1973-11-22 18:54:00,zhong
1973,大雪,1973-12-07 14:10:23,jie
1973,冬至,1973-12-22 08:07:41,zhong
1974,小寒,1974-01-06 01:19:55,jie
1974,大寒,1974-01-20 18:45:40,zhong
1974,立春,1974-02-04 13:00:05,jie
1974,雨水,1974-02-19 08:58:41,zhong
1974,惊蛰,1974-03-06 07:07:06,jie
1974,春分,1974-03-21 08:06:38,zhong
1974,清明,1974-04-05 12:05:00,jie
1974,谷雨,1974-04-20 19:18:51,zhong
1974,立夏,1974-05-06 05:33:52,jie
1974,小满,1974-05-21 18:36:02,zhong
1974,芒种,1974-06-06 09:51:39,jie
1974,夏至,1974-06-22 02:37:36,zhong
1974,小暑,1974-07-07 20:11:06,jie
1974,大暑,1974-07-23 13:30:10,zhong
1974,立秋,1974-08-08 05:57:10,jie
1974,处暑,1974-08-23 20:28:40,zhong
1974,白露,1974-09-08 08:45:04,jie
1974,秋分,1974-09-23 17:58:26,zhong
1974,寒露,1974-10-09 00:14:39,jie
1974,霜降,1974-10-24 03:10:36,zhong
1974,立冬,1974-11-08 03:17:58,jie
1974,小雪,1974-11-23 00:38:27,zhong
1974,大雪,1974-12-07 20:04:37,jie
1974,冬至,1974-12-22 13:55:56,zhong
1975,小寒,1975-01-06 07:17:30,jie
1975,大寒,1975-01-21 00:36:14,zhong
1975,立春,1975-02-04 18:59:12,jie
1975,雨水,1975-02-19 14:49:41,zhong
1975,惊蛰,1975-03-06 13:05:47,jie
1975,春分,1975-03-21 13:56:39,zhong
1975,清明,1975-04-05 18:01:30,jie
1975,谷雨,1975-04-21 01:07:12,zhong
1975,立夏,1975-05-06 11:27:11,jie
1975,小满,1975-05-22 00:23:40,zhong
1975,芒种,1975-06-06 15:42:01,jie
1975,夏至,1975-06-22 08:26:25,zhong
1975,小暑,1975-07-08 01:59:24,jie
1975,大暑,1975-07-23 19:21:44,zhong
1975,立秋,1975-08-08 11:44:53,jie
1975,处暑,1975-08-24 02:23:37,zhong
1975,白露,1975-09-08 14:33:17,jie
1975,秋分,1975-09-23 23:55:12,zhong
1975,寒露,1975-10-09 06:02:04,jie
1975,霜降,1975-10-24 09:06:01,zhong
1975,立冬,1975-11-08 09:02:36,jie
1975,小雪,1975-11-23 06:30:42,zhong
1975,大雪,1975-12-08 01:46:09,jie
1975,冬至,1975-12-22 19:45:33,zhong
1976,小寒,1976-01-06 12:57:22,jie
1976,大寒,1976-01-21 06:25:06,zhong
1976,立春,1976-02-05 00:39:28,jie
1976,雨水,1976-02-19 20:39:55,zhong
1976,惊蛰,1976-03-05 18:48:06,jie
1976,春分,1976-03-20 19:49:36,zhong
1976,清明,1976-04-04 23:46:27,jie
1976,谷雨,1976-04-20 07:02:56,zhong
1976,立夏,1976-05-05 17:14:24,jie
1976,小满,1976-05-21 06:21:04,zhong
1976,芒种,1976-06-05 21:31:13,jie
1976,夏至,1976-06-21 14:24:11,zhong
1976,小暑,1976-07-07 07:50:50,jie
1976,大暑,1976-07-23 01:18:26,zhong
1976,立秋,1976-08-07 17:38:21,jie
1976,处暑,1976-08-23 08:18:15,zhong
1976,白露,1976-09-07 20:28:12,jie
1976,秋分,1976-09-23 05:48:11,zhong
1976,寒露,1976-10-08 11:58:03,jie
1976,霜降,1976-10-23 14:58:01,zhong
1976,立冬,1976-11-07 14:58:34,jie
1976,小雪,1976-11-22 12:21:28,zhong
1976,大雪,1976-12-07 07:40:56,jie
1976,冬至,1976-12-22 01:35:06,zhong
1977,小寒,1977-01-05 18:51:03,jie
1977,大寒,1977-01-20 12:14:25,zhong
1977,立春,1977-02-04 06:33:25,jie
1977,雨水,1977-02-19 02:30:25,zhong
1977,惊蛰,1977-03-06 00:44:09,jie
1977,春分,1977-03-21 01:42:15,zhong
1977,清明,1977-04-05 05:45:44,jie
1977,谷雨,1977-04-20 12:57:12,zhong
1977,立夏,1977-05-05 23:16:00,jie
1977,小满,1977-05-21 12:14:20,zhong
1977,芒种,1977-06-06 03:32:01,jie
1977,夏至,1977-06-21 20:13:44,zhong
1977,小暑,1977-07-07 13:47:52,jie
1977,大暑,1977-07-23 07:03:38,zhong
1977,立秋,1977-08-07 23:30:14,jie
1977,处暑,1977-08-23 14:00:14,zhong
1977,白露,1977-09-08 02:15:41,jie
1977,秋分,1977-09-23 11:29:13,zhong
1977,寒露,1977-10-08 17:43:56,jie
1977,霜降,1977-10-23 20:40:39,zhong
1977,立冬,1977-11-07 20:45:49,jie
1977,小雪,1977-11-22 18:06:59,zhong
1977,大雪,1977-12-07 13:30:49,jie
1977,冬至,1977-12-22 07:23:08,zhong
1978,小寒,1978-01-06 00:43:12,jie
1978,大寒,1978-01-20 18:03:59,zhong
1978,立春,1978-02-04 12:26:57,jie
1978,雨水,1978-02-19 08:20:57,zhong
1978,惊蛰,1978-03-06 06:38:11,jie
1978,春分,1978-03-21 07:33:34,zhong
1978,清明,1978-04-05 11:39:20,jie
1978,谷雨,1978-04-20 18:49:32,zhong
1978,立夏,1978-05-06 05:08:32,jie
1978,小满,1978-05-21 18:08:26,zhong
1978,芒种,1978-06-06 09:23:05,jie
1978,夏至,1978-06-22 02:09:33,zhong
1978,小暑,1978-07-07 19:36:57,jie
1978,大暑,1978-07-23 13:00:14,zhong
1978,立秋,1978-08-08 05:17:40,jie
1978,处暑,1978-08-23 19:56:46,zhong
1978,白露,1978-09-08 08:02:24,jie
1978,秋分,1978-09-23 17:25:24,zhong
1978,寒露,1978-10-08 23:30:54,jie
1978,霜降,1978-10-24 02:37:09,zhong
1978,立冬,1978-11-08 02:34:01,jie
1978,小雪,1978-11-23 00:04:36,zhong
1978,大雪,1978-12-07 19:20:01,jie
1978,冬至,1978-12-22 13:20:57,zhong
1979,小寒,1979-01-06 06:31:33,jie
1979,大寒,1979-01-20 23:59:56,zhong
1979,立春,1979-02-04 18:12:18,jie
1979,雨水,1979-02-19 14:13:13,zhong
1979,惊蛰,1979-03-06 12:19:38,jie
1979,春分,1979-03-21 13:21:55,zhong
1979,清明,1979-04-05 17:17:57,jie
1979,谷雨,1979-04-21 00:35:21,zhong
1979,立夏,1979-05-06 10:47:10,jie
1979,小满,1979-05-21 23:53:50,zhong
1979,芒种,1979-06-06 15:05:11,jie
1979,夏至,1979-06-22 07:56:09,zhong
1979,小暑,1979-07-08 01:24:37,jie
1979,大暑,1979-07-23 18:48:32,zhong
1979,立秋,1979-08-08 11:10:53,jie
1979,处暑,1979-08-24 01:46:43,zhong
1979,白露,1979-09-08 13:59:45,jie
1979,秋分,1979-09-23 23:16:22,zhong
1979,寒露,1979-10-09 05:30:02,jie
1979,霜降,1979-10-24 08:27:50,zhong
1979,立冬,1979-11-08 08:32:47,jie
1979,小雪,1979-11-23 05:54:06,zhong
1979,大雪,1979-12-08 01:17:48,jie
1979,冬至,1979-12-22 19:09:45,zhong
1980,小寒,1980-01-06 12:28:53,jie
1980,大寒,1980-01-21 05:48:37,zhong
1980,立春,1980-02-05 00:09:28,jie
1980,雨水,1980-02-19 20:01:38,zhong
1980,惊蛰,1980-03-05 18:16:29,jie
1980,春分,1980-03-20 19:09:40,zhong
1980,清明,1980-04-04 23:14:42,jie
1980,谷雨,1980-04-20 06:22:41,zhong
1980,立夏,1980-05-05 16:44:28,jie
1980,小满,1980-05-21 05:42:02,zhong
1980,芒种,1980-06-05 21:03:44,jie
1980,夏至,1980-06-21 13:47:00,zhong
1980,小暑,1980-07-07 07:23:56,jie
1980,大暑,1980-07-23 00:41:59,zhong
1980,立秋,1980-08-07 17:08:30,jie
1980,处暑,1980-08-23 07:40:38,zhong
1980,白露,1980-09-07 19:53:27,jie
1980,秋分,1980-09-23 05:08:40,zhong
1980,寒露,1980-10-08 11:19:14,jie
1980,霜降,1980-10-23 14:17:30,zhong
1980,立冬,1980-11-07 14:18:13,jie
1980,小雪,1980-11-22 11:41:23,zhong
1980,大雪,1980-12-07 07:01:15,jie
1980,冬至,1980-12-22 00:56:04,zhong
1981,小寒,1981-01-05 18:12:38,jie
1981,大寒,1981-01-20 11:35:58,zhong
1981,立春,1981-02-04 05:55:23,jie
1981,雨水,1981-02-19 01:51:38,zhong
1981,惊蛰,1981-03-06 00:05:07,jie
1981,春分,1981-03-21 01:02:49,zhong
1981,清明,1981-04-05 05:05:02,jie
1981,谷雨,1981-04-20 12:18:31,zhong
1981,立夏,1981-05-05 22:34:47,jie
1981,小满,1981-05-21 11:39:25,zhong
1981,芒种,1981-06-06 02:52:39,jie
1981,夏至,1981-06-21 19:44:40,zhong
1981,小暑,1981-07-07 13:11:52,jie
1981,大暑,1981-07-23 06:39:43,zhong
1981,立秋,1981-08-07 22:57:09,jie
1981,处暑,1981-08-23 13:38:10,zhong
1981,白露,1981-09-08 01:43:13,jie
1981,秋分,1981-09-23 11:05:11,zhong
1981,寒露,1981-10-08 17:09:32,jie
1981,霜降,1981-10-23 20:12:49,zhong
1981,立冬,1981-11-07 20:08:29,jie
1981,小雪,1981-11-22 17:35:56,zhong
1981,大雪,1981-12-07 12:51:15,jie
1981,冬至,1981-12-22 06:50:31,zhong
1982,小寒,1982-01-06 00:02:35,jie
1982,大寒,1982-01-20 17:30:53,zhong
1982,立春,1982-02-04 11:45:28,jie
1982,雨水,1982-02-19 07:46:31,zhong
1982,惊蛰,1982-03-06 05:54:34,jie
1982,春分,1982-03-21 06:55:50,zhong
1982,清明,1982-04-05 10:52:41,jie
1982,谷雨,1982-04-20 18:07:27,zhong
1982,立夏,1982-05-06 04:19:59,jie
1982,小满,1982-05-21 17:22:53,zhong
1982,芒种,1982-06-06 08:35:53,jie
1982,夏至,1982-06-22 01:22:59,zhong
1982,小暑,1982-07-07 18:54:35,jie
1982,大暑,1982-07-23 12:15:23,zhong
1982,立秋,1982-08-08 04:41:45,jie
1982,处暑,1982-08-23 19:15:13,zhong
1982,白露,1982-09-08 07:31:43,jie
1982,秋分,1982-09-23 16:46:11,zhong
1982,寒露,1982-10-08 23:02:09,jie
1982,霜降,1982-10-24 01:57:47,zhong
1982,立冬,1982-11-08 02:04:06,jie
1982,小雪,1982-11-22 23:23:18,zhong
1982,大雪,1982-12-07 18:48:05,jie
1982,冬至,1982-12-22 12:38:09,zhong
1983,小寒,1983-01-06 05:58:42,jie
1983,大寒,1983-01-20 23:16:56,zhong
1983,立春,1983-02-04 17:39:42,jie
1983,雨水,1983-02-19 13:30:34,zhong
1983,惊蛰,1983-03-06 11:47:12,jie
1983,春分,1983-03-21 12:38:44,zhong
1983,清明,1983-04-05 16:44:23,jie
1983,谷雨,1983-04-20 23:50:09,zhong
1983,立夏,1983-05-06 10:10:51,jie
1983,小满,1983-05-21 23:06:26,zhong
1983,芒种,1983-06-06 14:25:42,jie
1983,夏至,1983-06-22 07:08:41,zhong
1983,小暑,1983-07-08 00:43:13,jie
1983,大暑,1983-07-23 18:04:07,zhong
1983,立秋,1983-08-08 10:29:37,jie
1983,处暑,1983-08-24 01:07:29,zhong
1983,白露,1983-09-08 13:20:03,jie
1983,秋分,1983-09-23 22:41:37,zhong
1983,寒露,1983-10-09 04:51:04,jie
1983,霜降,1983-10-24 07:54:17,zhong
1983,立冬,1983-11-08 07:52:12,jie
1983,小雪,1983-11-23 05:18:20,zhong
1983,大雪,1983-12-08 00:33:40,jie
1983,冬至,1983-12-22 18:29:55,zhong
1984,小寒,1984-01-06 11:40:51,jie
1984,大寒,1984-01-21 05:05:02,zhong
1984,立春,1984-02-04 23:18:44,jie
1984,雨水,1984-02-19 19:16:13,zhong
1984,惊蛰,1984-03-05 17:24:39,jie
1984,春分,1984-03-20 18:24:19,zhong
1984,清明,1984-04-04 22:22:20,jie
1984,谷雨,1984-04-20 05:38:06,zhong
1984,立夏,1984-05-05 15:50:57,jie
1984,小满,1984-05-21 04:57:36,zhong
1984,芒种,1984-06-05 20:08:37,jie
1984,夏至,1984-06-21 13:02:14,zhong
1984,小暑,1984-07-07 06:29:06,jie
1984,大暑,1984-07-22 23:58:12,zhong
1984,立秋,1984-08-07 16:17:53,jie
1984,处暑,1984-08-23 07:00:10,zhong
1984,白露,1984-09-07 19:09:50,jie
1984,秋分,1984-09-23 04:32:53,zhong
1984,寒露,1984-10-08 10:42:35,jie
1984,霜降,1984-10-23 13:45:39,zhong
1984,立冬,1984-11-07 13:45:32,jie
1984,小雪,1984-11-22 11:10:38,zhong
1984,大雪,1984-12-07 06:28:03,jie
1984,冬至,1984-12-22 00:22:48,zhong
1985,小寒,1985-01-05 17:35:05,jie
1985,大寒,1985-01-20 10:57:33,zhong
1985,立春,1985-02-04 05:11:47,jie
1985,雨水,1985-02-19 01:07:21,zhong
1985,惊蛰,1985-03-05 23:16:21,jie
1985,春分,1985-03-21 00:13:43,zhong
1985,清明,1985-04-05 04:13:35,jie
1985,谷雨,1985-04-20 11:25:46,zhong
1985,立夏,1985-05-05 21:42:32,jie
1985,小满,1985-05-21 10:42:55,zhong
1985,芒种,1985-06-06 01:59:56,jie
1985,夏至,1985-06-21 18:44:07,zhong
1985,小暑,1985-07-07 12:18:35,jie
1985,大暑,1985-07-23 05:36:26,zhong
1985,立秋,1985-08-07 22:04:16,jie
1985,处暑,1985-08-23 12:35:41,zhong
1985,白露,1985-09-08 00:53:01,jie
1985,秋分,1985-09-23 10:07:27,zhong
1985,寒露,1985-10-08 16:24:33,jie
1985,霜降,1985-10-23 19:21:52,zhong
1985,立冬,1985-11-07 19:29:29,jie
1985,小雪,1985-11-22 16:50:46,zhong
1985,大雪,1985-12-07 12:16:21,jie
1985,冬至,1985-12-22 06:07:40,zhong
1986,小寒,1986-01-05 23:28:02,jie
1986,大寒,1986-01-20 16:46:12,zhong
1986,立春,1986-02-04 11:07:42,jie
1986,雨水,1986-02-19 06:57:31,zhong
1986,惊蛰,1986-03-06 05:12:08,jie
1986,春分,1986-03-21 06:02:41,zhong
1986,清明,1986-04-05 10:06:07,jie
1986,谷雨,1986-04-20 17:12:08,zhong
1986,立夏,1986-05-06 03:30:36,jie
1986,小满,1986-05-21 16:27:55,zhong
1986,芒种,1986-06-06 07:44:23,jie
1986,夏至,1986-06-22 00:29:57,zhong
1986,小暑,1986-07-07 18:00:45,jie
1986,大暑,1986-07-23 11:24:23,zhong
1986,立秋,1986-08-08 03:45:36,jie
1986,处暑,1986-08-23 18:25:47,zhong
1986,白露,1986-09-08 06:34:37,jie
1986,秋分,1986-09-23 15:58:52,zhong
1986,寒露,1986-10-08 22:06:45,jie
1986,霜降,1986-10-24 01:14:11,zhong
1986,立冬,1986-11-08 01:12:49,jie
1986,小雪,1986-11-22 22:44:20,zhong
1986,大雪,1986-12-07 18:00:56,jie
1986,冬至,1986-12-22 12:02:07,zhong
1987,小寒,1987-01-06 05:13:00,jie
1987,大寒,1987-01-20 22:40:23,zhong
1987,立春,1987-02-04 16:51:40,jie
1987,雨水,1987-02-19 12:49:57,zhong
1987,惊蛰,1987-03-06 10:53:37,jie
1987,春分,1987-03-21 11:51:58,zhong
1987,清明,1987-04-05 15:44:08,jie
1987,谷雨,1987-04-20 22:57:32,zhong
1987,立夏,1987-05-06 09:05:35,jie
1987,小满,1987-05-21 22:10:01,zhong
1987,芒种,1987-06-06 13:18:58,jie
1987,夏至,1987-06-22 06:10:45,zhong
1987,小暑,1987-07-07 23:38:39,jie
1987,大暑,1987-07-23 17:06:02,zhong
1987,立秋,1987-08-08 09:29:13,jie
1987,处暑,1987-08-24 00:09:50,zhong
1987,白露,1987-09-08 12:24:07,jie
1987,秋分,1987-09-23 21:45:16,zhong
1987,寒露,1987-10-09 03:59:40,jie
1987,霜降,1987-10-24 07:00:52,zhong
1987,立冬,1987-11-08 07:05:40,jie
1987,小雪,1987-11-23 04:29:23,zhong
1987,大雪,1987-12-07 23:52:12,jie
1987,冬至,1987-12-22 17:45:52,zhong
1988,小寒,1988-01-06 11:03:30,jie
1988,大寒,1988-01-21 04:24:17,zhong
1988,立春,1988-02-04 22:42:49,jie
1988,雨水,1988-02-19 18:35:07,zhong
1988,惊蛰,1988-03-05 16:46:32,jie
1988,春分,1988-03-20 17:38:35,zhong
1988,清明,1988-04-04 21:39:04,jie
1988,谷雨,1988-04-20 04:44:47,zhong
1988,立夏,1988-05-05 15:01:43,jie
1988,小满,1988-05-21 03:56:40,zhong
1988,芒种,1988-06-05 19:14:53,jie
1988,夏至,1988-06-21 11:56:31,zhong
1988,小暑,1988-07-07 05:32:54,jie
1988,大暑,1988-07-22 22:51:05,zhong
1988,立秋,1988-08-07 15:20:15,jie
1988,处暑,1988-08-23 05:54:00,zhong
1988,白露,1988-09-07 18:11:31,jie
1988,秋分,1988-09-23 03:28:50,zhong
1988,寒露,1988-10-08 09:44:30,jie
1988,霜降,1988-10-23 12:44:06,zhong
1988,立冬,1988-11-07 12:48:55,jie
1988,小雪,1988-11-22 10:11:59,zhong
1988,大雪,1988-12-07 05:34:28,jie
1988,冬至,1988-12-21 23:27:53,zhong
1989,小寒,1989-01-05 16:45:55,jie
1989,大寒,1989-01-20 10:06:59,zhong
1989,立春,1989-02-04 04:27:09,jie
1989,雨水,1989-02-19 00:20:30,zhong
1989,惊蛰,1989-03-05 22:34:08,jie
1989,春分,1989-03-20 23:28:15,zhong
1989,清明,1989-04-05 03:29:54,jie
1989,谷雨,1989-04-20 10:38:56,zhong
1989,立夏,1989-05-05 20:53:55,jie
1989,小满,1989-05-21 09:53:32,zhong
1989,芒种,1989-06-06 01:05:13,jie
1989,夏至,1989-06-21 17:53:00,zhong
1989,小暑,1989-07-07 11:19:25,jie
1989,大暑,1989-07-23 04:45:28,zhong
1989,立秋,1989-08-07 21:03:52,jie
1989,处暑,1989-08-23 11:46:13,zhong
1989,白露,1989-09-07 23:53:53,jie
1989,秋分,1989-09-23 09:19:37,zhong
1989,寒露,1989-10-08 15:27:19,jie
1989,霜降,1989-10-23 18:35:08,zhong
1989,立冬,1989-11-07 18:33:32,jie
1989,小雪,1989-11-22 16:04:37,zhong
1989,大雪,1989-12-07 11:20:57,jie
1989,冬至,1989-12-22 05:22:00,zhong
1990,小寒,1990-01-05 22:33:14,jie
1990,大寒,1990-01-20 16:01:33,zhong
1990,立春,1990-02-04 10:14:00,jie
1990,雨水,1990-02-19 06:14:01,zhong
1990,惊蛰,1990-03-06 04:19:18,jie
1990,春分,1990-03-21 05:19:15,zhong
1990,清明,1990-04-05 09:12:56,jie
1990,谷雨,1990-04-20 16:26:32,zhong
1990,立夏,1990-05-06 02:35:26,jie
1990,小满,1990-05-21 15:37:23,zhong
1990,芒种,1990-06-06 06:46:18,jie
1990,夏至,1990-06-21 23:32:46,zhong
1990,小暑,1990-07-07 17:00:28,jie
1990,大暑,1990-07-23 10:21:30,zhong
1990,立秋,1990-08-08 02:45:32,jie
1990,处暑,1990-08-23 17:20:49,zhong
1990,白露,1990-09-08 05:37:28,jie
1990,秋分,1990-09-23 14:55:29,zhong
1990,寒露,1990-10-08 21:13:49,jie
1990,霜降,1990-10-24 00:13:56,zhong
1990,立冬,1990-11-08 00:23:30,jie
1990,小雪,1990-11-22 21:46:55,zhong
1990,大雪,1990-12-07 17:14:10,jie
1990,冬至,1990-12-22 11:06:59,zhong
1991,小寒,1991-01-06 04:28:07,jie
1991,大寒,1991-01-20 21:47:05,zhong
1991,立春,1991-02-04 16:08:24,jie
1991,雨水,1991-02-19 11:58:20,zhong
1991,惊蛰,1991-03-06 10:12:15,jie
1991,春分,1991-03-21 11:01:56,zhong
1991,清明,1991-04-05 15:04:42,jie
1991,谷雨,1991-04-20 22:08:23,zhong
1991,立夏,1991-05-06 08:26:53,jie
1991,小满,1991-05-21 21:20:14,zhong
1991,芒种,1991-06-06 12:38:17,jie
1991,夏至,1991-06-22 05:18:47,zhong
1991,小暑,1991-07-07 22:52:59,jie
1991,大暑,1991-07-23 16:11:08,zhong
1991,立秋,1991-08-08 08:37:15,jie
1991,处暑,1991-08-23 23:12:51,zhong
1991,白露,1991-09-08 11:27:21,jie
1991,秋分,1991-09-23 20:48:06,zhong
1991,寒露,1991-10-09 03:01:07,jie
1991,霜降,1991-10-24 06:05:10,zhong
1991,立冬,1991-11-08 06:07:50,jie
1991,小雪,1991-11-23 03:35:45,zhong
1991,大雪,1991-12-07 22:56:00,jie
1991,冬至,1991-12-22 16:53:38,zhong
1992,小寒,1992-01-06 10:08:31,jie
1992,大寒,1992-01-21 03:32:29,zhong
1992,立春,1992-02-04 21:48:17,jie
1992,雨水,1992-02-19 17:43:30,zhong
1992,惊蛰,1992-03-05 15:52:08,jie
1992,春分,1992-03-20 16:48:04,zhong
1992,清明,1992-04-04 20:45:08,jie
1992,谷雨,1992-04-20 03:56:53,zhong
1992,立夏,1992-05-05 14:08:40,jie
1992,小满,1992-05-21 03:12:08,zhong
1992,芒种,1992-06-05 18:22:19,jie
1992,夏至,1992-06-21 11:14:08,zhong
1992,小暑,1992-07-07 04:40:15,jie
1992,大暑,1992-07-22 22:08:49,zhong
1992,立秋,1992-08-07 14:27:24,jie
1992,处暑,1992-08-23 05:10:06,zhong
1992,白露,1992-09-07 17:18:20,jie
1992,秋分,1992-09-23 02:42:46,zhong
1992,寒露,1992-10-08 08:51:29,jie
1992,霜降,1992-10-23 11:57:07,zhong
1992,立冬,1992-11-07 11:57:02,jie
1992,小雪,1992-11-22 09:25:51,zhong
1992,大雪,1992-12-07 04:44:12,jie
1992,冬至,1992-12-21 22:43:13,zhong
1993,小寒,1993-01-05 15:56:31,jie
1993,大寒,1993-01-20 09:22:49,zhong
1993,立春,1993-02-04 03:37:09,jie
1993,雨水,1993-02-18 23:35:10,zhong
1993,惊蛰,1993-03-05 21:42:32,jie
1993,春分,1993-03-20 22:40:39,zhong
1993,清明,1993-04-05 02:37:11,jie
1993,谷雨,1993-04-20 09:49:01,zhong
1993,立夏,1993-05-05 20:01:43,jie
1993,小满,1993-05-21 09:01:43,zhong
1993,芒种,1993-06-06 00:15:13,jie
1993,夏至,1993-06-21 16:59:44,zhong
1993,小暑,1993-07-07 10:32:02,jie
1993,大暑,1993-07-23 03:50:49,zhong
1993,立秋,1993-08-07 20:17:58,jie
1993,处暑,1993-08-23 10:50:18,zhong
1993,白露,1993-09-07 23:07:47,jie
1993,秋分,1993-09-23 08:22:30,zhong
1993,寒露,1993-10-08 14:40:02,jie
1993,霜降,1993-10-23 17:37:08,zhong
1993,立冬,1993-11-07 17:45:33,jie
1993,小雪,1993-11-22 15:06:51,zhong
1993,大雪,1993-12-07 10:33:49,jie
1993,冬至,1993-12-22 04:25:48,zhong
1994,小寒,1994-01-05 21:48:07,jie
1994,大寒,1994-01-20 15:07:24,zhong
1994,立春,1994-02-04 09:30:56,jie
1994,雨水,1994-02-19 05:21:38,zhong
1994,惊蛰,1994-03-06 03:37:42,jie
1994,春分,1994-03-21 04:28:01,zhong
1994,清明,1994-04-05 08:31:48,jie
1994,谷雨,1994-04-20 15:36:00,zhong
1994,立夏,1994-05-06 01:54:05,jie
1994,小满,1994-05-21 14:48:28,zhong
1994,芒种,1994-06-06 06:04:52,jie
1994,夏至,1994-06-21 22:47:32,zhong
1994,小暑,1994-07-07 16:19:22,jie
1994,大暑,1994-07-23 09:41:00,zhong
1994,立秋,1994-08-08 02:04:22,jie
1994,处暑,1994-08-23 16:43:45,zhong
1994,白露,1994-09-08 04:55:07,jie
1994,秋分,1994-09-23 14:19:13,zhong
1994,寒露,1994-10-08 20:29:05,jie
1994,霜降,1994-10-23 23:36:01,zhong
1994,立冬,1994-11-07 23:35:36,jie
1994,小雪,1994-11-22 21:05:58,zhong
1994,大雪,1994-12-07 16:22:53,jie
1994,冬至,1994-12-22 10:22:43,zhong
1995,小寒,1995-01-06 03:34:05,jie
1995,大寒,1995-01-20 21:00:27,zhong
1995,立春,1995-02-04 15:12:51,jie
1995,雨水,1995-02-19 11:10:44,zhong
1995,惊蛰,1995-03-06 09:16:04,jie
1995,春分,1995-03-21 10:14:27,zhong
1995,清明,1995-04-05 14:08:06,jie
1995,谷雨,1995-04-20 21:21:29,zhong
1995,立夏,1995-05-06 07:30:03,jie
1995,小满,1995-05-21 20:34:11,zhong
1995,芒种,1995-06-06 11:42:28,jie
1995,夏至,1995-06-22 04:34:22,zhong
1995,小暑,1995-07-07 22:01:00,jie
1995,大暑,1995-07-23 15:29:40,zhong
1995,立秋,1995-08-08 07:51:44,jie
1995,处暑,1995-08-23 22:34:50,zhong
1995,白露,1995-09-08 10:48:34,jie
1995,秋分,1995-09-23 20:13:00,zhong
1995,寒露,1995-10-09 02:27:12,jie
1995,霜降,1995-10-24 05:31:31,zhong
1995,立冬,1995-11-08 05:35:35,jie
1995,小雪,1995-11-23 03:01:23,zhong
1995,大雪,1995-12-07 22:22:15,jie
1995,冬至,1995-12-22 16:16:47,zhong
1996,小寒,1996-01-06 09:31:27,jie
1996,大寒,1996-01-21 02:52:30,zhong
1996,立春,1996-02-04 21:07:54,jie
1996,雨水,1996-02-19 17:00:43,zhong
1996,惊蛰,1996-03-05 15:09:39,jie
1996,春分,1996-03-20 16:03:04,zhong
1996,清明,1996-04-04 20:02:01,jie
1996,谷雨,1996-04-20 03:09:53,zhong
1996,立夏,1996-05-05 13:26:02,jie
1996,小满,1996-05-21 02:23:06,zhong
1996,芒种,1996-06-05 17:40:47,jie
1996,夏至,1996-06-21 10:23:44,zhong
1996,小暑,1996-07-07 04:00:00,jie
1996,大暑,1996-07-22 21:18:42,zhong
1996,立秋,1996-08-07 13:48:49,jie
1996,处暑,1996-08-23 04:22:50,zhong
1996,白露,1996-09-07 16:42:25,jie
1996,秋分,1996-09-23 02:00:06,zhong
1996,寒露,1996-10-08 08:18:42,jie
1996,霜降,1996-10-23 11:18:42,zhong
1996,立冬,1996-11-07 11:26:33,jie
1996,小雪,1996-11-22 08:49:24,zhong
1996,大雪,1996-12-07 04:14:00,jie
1996,冬至,1996-12-21 22:05:53,zhong
1997,小寒,1997-01-05 15:24:28,jie
1997,大寒,1997-01-20 08:42:31,zhong
1997,立春,1997-02-04 03:01:57,jie
1997,雨水,1997-02-18 22:51:29,zhong
1997,惊蛰,1997-03-05 21:04:07,jie
1997,春分,1997-03-20 21:54:40,zhong
1997,清明,1997-04-05 01:56:16,jie
1997,谷雨,1997-04-20 09:02:49,zhong
1997,立夏,1997-05-05 19:19:26,jie
1997,小满,1997-05-21 08:17:53,zhong
1997,芒种,1997-06-05 23:32:31,jie
1997,夏至,1997-06-21 16:19:56,zhong
1997,小暑,1997-07-07 09:49:23,jie
1997,大暑,1997-07-23 03:15:26,zhong
1997,立秋,1997-08-07 19:36:18,jie
1997,处暑,1997-08-23 10:19:11,zhong
