year,month,is_ruen,shuo_time,wang_time,lunar_year,status,source_ref,notes
1967,9,0,1967-10-04T04:23+08:00,1967-10-18T18:10+08:00,丁未,confirmed,hko+lunar,
1967,10,0,1967-11-02T13:48+08:00,1967-11-17T12:52+08:00,丁未,confirmed,hko+lunar,
1967,11,0,1967-12-02T00:09+08:00,1967-12-17T07:21+08:00,丁未,confirmed,hko+lunar,
1967,12,0,1967-12-31T11:38+08:00,1968-01-16T00:11+08:00,丁未,confirmed,hko+lunar,
1968,1,0,1968-01-30T00:29+08:00,1968-02-14T14:42+08:00,戊申,confirmed,hko+lunar,
1968,2,0,1968-02-28T14:55+08:00,1968-03-15T02:52+08:00,戊申,confirmed,hko+lunar,
1968,3,0,1968-03-29T06:47+08:00,1968-04-13T12:51+08:00,戊申,confirmed,hko+lunar,
1968,4,0,1968-04-27T23:20+08:00,1968-05-12T21:04+08:00,戊申,confirmed,hko+lunar,
1968,5,0,1968-05-27T15:29+08:00,1968-06-11T04:12+08:00,戊申,confirmed,hko+lunar,
1968,6,0,1968-06-26T06:24+08:00,1968-07-10T11:17+08:00,戊申,confirmed,hko+lunar,
1968,7,0,1968-07-25T19:49+08:00,1968-08-08T19:32+08:00,戊申,confirmed,hko+lunar,
1968,7,1,1968-08-24T07:56+08:00,1968-09-07T06:07+08:00,戊申,confirmed,hko+lunar,闰七月
1968,8,0,1968-09-22T19:08+08:00,1968-10-06T19:46+08:00,戊申,confirmed,hko+lunar,
1968,9,0,1968-10-22T05:44+08:00,1968-11-05T12:24+08:00,戊申,confirmed,hko+lunar,
1968,10,0,1968-11-20T16:01+08:00,1968-12-05T07:07+08:00,戊申,confirmed,hko+lunar,
1968,11,0,1968-12-20T02:18+08:00,1969-01-04T02:27+08:00,戊申,confirmed,hko+lunar,
1969,12,0,1969-01-18T12:58+08:00,1969-02-02T20:55+08:00,戊申,confirmed,hko+lunar,
1969,1,0,1969-02-17T00:24+08:00,1969-03-04T13:17+08:00,己酉,confirmed,hko+lunar,
1969,2,0,1969-03-18T12:51+08:00,1969-04-03T02:44+08:00,己酉,confirmed,hko+lunar,
1969,3,0,1969-04-17T02:15+08:00,1969-05-02T13:13+08:00,己酉,confirmed,hko+lunar,
1969,4,0,1969-05-16T16:25+08:00,1969-05-31T21:18+08:00,己酉,confirmed,hko+lunar,
1969,5,0,1969-06-15T07:08+08:00,1969-06-30T04:03+08:00,己酉,confirmed,hko+lunar,
1969,6,0,1969-07-14T22:11+08:00,1969-07-29T10:44+08:00,己酉,confirmed,hko+lunar,
1969,7,0,1969-08-13T13:16+08:00,1969-08-27T18:32+08:00,己酉,confirmed,hko+lunar,
1969,8,0,1969-09-12T03:55+08:00,1969-09-26T04:20+08:00,己酉,confirmed,hko+lunar,
1969,9,0,1969-10-11T17:39+08:00,1969-10-25T16:44+08:00,己酉,confirmed,hko+lunar,
1969,10,0,1969-11-10T06:11+08:00,1969-11-24T07:53+08:00,己酉,confirmed,hko+lunar,
1969,11,0,1969-12-09T17:41+08:00,1969-12-24T01:34+08:00,己酉,confirmed,hko+lunar,
1970,12,0,1970-01-08T04:35+08:00,1970-01-22T20:55+08:00,己酉,confirmed,hko+lunar,
1970,1,0,1970-02-06T15:12+08:00,1970-02-21T16:18+08:00,庚戌,confirmed,hko+lunar,
1970,2,0,1970-03-08T01:42+08:00,1970-03-23T09:52+08:00,庚戌,confirmed,hko+lunar,
1970,3,0,1970-04-06T12:09+08:00,1970-04-22T00:21+08:00,庚戌,confirmed,hko+lunar,
1970,4,0,1970-05-05T22:50+08:00,1970-05-21T11:37+08:00,庚戌,confirmed,hko+lunar,
1970,5,0,1970-06-04T10:21+08:00,1970-06-19T20:27+08:00,庚戌,confirmed,hko+lunar,
1970,6,0,1970-07-03T23:17+08:00,1970-07-19T03:58+08:00,庚戌,confirmed,hko+lunar,
1970,7,0,1970-08-02T13:58+08:00,1970-08-17T11:15+08:00,庚戌,confirmed,hko+lunar,
1970,8,0,1970-09-01T06:01+08:00,1970-09-15T19:09+08:00,庚戌,confirmed,hko+lunar,
1970,9,0,1970-09-30T22:31+08:00,1970-10-15T04:21+08:00,庚戌,confirmed,hko+lunar,
1970,10,0,1970-10-30T14:27+08:00,1970-11-13T15:27+08:00,庚戌,confirmed,hko+lunar,
1970,11,0,1970-11-29T05:14+08:00,1970-12-13T05:03+08:00,庚戌,confirmed,hko+lunar,
1970,12,0,1970-12-28T18:42+08:00,1971-01-11T21:20+08:00,庚戌,confirmed,hko+lunar,
1971,1,0,1971-01-27T06:55+08:00,1971-02-10T15:41+08:00,辛亥,confirmed,hko+lunar,
1971,2,0,1971-02-25T17:48+08:00,1971-03-12T10:33+08:00,辛亥,confirmed,hko+lunar,
1971,3,0,1971-03-27T03:23+08:00,1971-04-11T04:09+08:00,辛亥,confirmed,hko+lunar,
1971,4,0,1971-04-25T12:01+08:00,1971-05-10T19:23+08:00,辛亥,confirmed,hko+lunar,
1971,5,0,1971-05-24T20:31+08:00,1971-06-09T08:03+08:00,辛亥,confirmed,hko+lunar,
1971,5,1,1971-06-23T05:57+08:00,1971-07-08T18:36+08:00,辛亥,confirmed,hko+lunar,闰五月
1971,6,0,1971-07-22T17:14+08:00,1971-08-07T03:42+08:00,辛亥,confirmed,hko+lunar,
1971,7,0,1971-08-21T06:53+08:00,1971-09-05T12:02+08:00,辛亥,confirmed,hko+lunar,
1971,8,0,1971-09-19T22:42+08:00,1971-10-04T20:19+08:00,辛亥,confirmed,hko+lunar,
1971,9,0,1971-10-19T15:58+08:00,1971-11-03T05:19+08:00,辛亥,confirmed,hko+lunar,
1971,10,0,1971-11-18T09:45+08:00,1971-12-02T15:48+08:00,辛亥,confirmed,hko+lunar,
1971,11,0,1971-12-18T03:02+08:00,1972-01-01T04:19+08:00,辛亥,confirmed,hko+lunar,
1972,12,0,1972-01-16T18:52+08:00,1972-01-30T18:58+08:00,辛亥,confirmed,hko+lunar,
1972,1,0,1972-02-15T08:28+08:00,1972-02-29T11:11+08:00,壬子,confirmed,hko+lunar,
1972,2,0,1972-03-15T19:34+08:00,1972-03-30T04:05+08:00,壬子,confirmed,hko+lunar,
1972,3,0,1972-04-14T04:30+08:00,1972-04-28T20:44+08:00,壬子,confirmed,hko+lunar,
1972,4,0,1972-05-13T12:07+08:00,1972-05-28T12:27+08:00,壬子,confirmed,hko+lunar,
1972,5,0,1972-06-11T19:29+08:00,1972-06-27T02:46+08:00,壬子,confirmed,hko+lunar,
1972,6,0,1972-07-11T03:38+08:00,1972-07-26T15:23+08:00,壬子,confirmed,hko+lunar,
1972,7,0,1972-08-09T13:25+08:00,1972-08-25T02:21+08:00,壬子,confirmed,hko+lunar,
1972,8,0,1972-09-08T01:28+08:00,1972-09-23T12:06+08:00,壬子,confirmed,hko+lunar,
1972,9,0,1972-10-07T16:07+08:00,1972-10-22T21:25+08:00,壬子,confirmed,hko+lunar,
1972,10,0,1972-11-06T09:21+08:00,1972-11-21T07:06+08:00,壬子,confirmed,hko+lunar,
1972,11,0,1972-12-06T04:24+08:00,1972-12-20T17:45+08:00,壬子,confirmed,hko+lunar,
1973,12,0,1973-01-04T23:42+08:00,1973-01-19T05:28+08:00,壬子,confirmed,hko+lunar,
1973,1,0,1973-02-03T17:22+08:00,1973-02-17T18:06+08:00,癸丑,confirmed,hko+lunar,
1973,2,0,1973-03-05T08:07+08:00,1973-03-19T07:33+08:00,癸丑,confirmed,hko+lunar,
1973,3,0,1973-04-03T19:45+08:00,1973-04-17T21:50+08:00,癸丑,confirmed,hko+lunar,
1973,4,0,1973-05-03T04:54+08:00,1973-05-17T12:58+08:00,癸丑,confirmed,hko+lunar,
1973,5,0,1973-06-01T12:34+08:00,1973-06-16T04:34+08:00,癸丑,confirmed,hko+lunar,
1973,6,0,1973-06-30T19:38+08:00,1973-07-15T19:55+08:00,癸丑,confirmed,hko+lunar,
1973,7,0,1973-07-30T02:58+08:00,1973-08-14T10:16+08:00,癸丑,confirmed,hko+lunar,
1973,8,0,1973-08-28T11:25+08:00,1973-09-12T23:16+08:00,癸丑,confirmed,hko+lunar,
1973,9,0,1973-09-26T21:53+08:00,1973-10-12T11:08+08:00,癸丑,confirmed,hko+lunar,
1973,10,0,1973-10-26T11:16+08:00,1973-11-10T22:26+08:00,癸丑,confirmed,hko+lunar,
1973,11,0,1973-11-25T03:55+08:00,1973-12-10T09:34+08:00,癸丑,confirmed,hko+lunar,
1973,12,0,1973-12-24T23:07+08:00,1974-01-08T20:36+08:00,癸丑,confirmed,hko+lunar,
1974,1,0,1974-01-23T19:01+08:00,1974-02-07T07:24+08:00,甲寅,confirmed,hko+lunar,
1974,2,0,1974-02-22T13:33+08:00,1974-03-08T18:02+08:00,甲寅,confirmed,hko+lunar,
1974,3,0,1974-03-24T05:23+08:00,1974-04-07T05:00+08:00,甲寅,confirmed,hko+lunar,
1974,4,0,1974-04-22T18:16+08:00,1974-05-06T16:54+08:00,甲寅,confirmed,hko+lunar,
1974,4,1,1974-05-22T04:34+08:00,1974-06-05T06:09+08:00,甲寅,confirmed,hko+lunar,闰四月
1974,5,0,1974-06-20T12:55+08:00,1974-07-04T20:40+08:00,甲寅,confirmed,hko+lunar,
1974,6,0,1974-07-19T20:06+08:00,1974-08-03T11:57+08:00,甲寅,confirmed,hko+lunar,
1974,7,0,1974-08-18T03:01+08:00,1974-09-02T03:24+08:00,甲寅,confirmed,hko+lunar,
1974,8,0,1974-09-16T10:45+08:00,1974-10-01T18:37+08:00,甲寅,confirmed,hko+lunar,
1974,9,0,1974-10-15T20:24+08:00,1974-10-31T09:18+08:00,甲寅,confirmed,hko+lunar,
1974,10,0,1974-11-14T08:53+08:00,1974-11-29T23:10+08:00,甲寅,confirmed,hko+lunar,
1974,11,0,1974-12-14T00:24+08:00,1974-12-29T11:50+08:00,甲寅,confirmed,hko+lunar,
1975,12,0,1975-01-12T18:19+08:00,1975-01-27T23:09+08:00,甲寅,confirmed,hko+lunar,
1975,1,0,1975-02-11T13:16+08:00,1975-02-26T09:14+08:00,乙卯,confirmed,hko+lunar,
1975,2,0,1975-03-13T07:47+08:00,1975-03-27T18:36+08:00,乙卯,confirmed,hko+lunar,
1975,3,0,1975-04-12T00:38+08:00,1975-04-26T03:54+08:00,乙卯,confirmed,hko+lunar,
1975,4,0,1975-05-11T15:04+08:00,1975-05-25T13:50+08:00,乙卯,confirmed,hko+lunar,
1975,5,0,1975-06-10T02:49+08:00,1975-06-24T00:54+08:00,乙卯,confirmed,hko+lunar,
1975,6,0,1975-07-09T12:10+08:00,1975-07-23T13:28+08:00,乙卯,confirmed,hko+lunar,
1975,7,0,1975-08-07T19:57+08:00,1975-08-22T03:47+08:00,乙卯,confirmed,hko+lunar,
1975,8,0,1975-09-06T03:18+08:00,1975-09-20T19:50+08:00,乙卯,confirmed,hko+lunar,
1975,9,0,1975-10-05T11:23+08:00,1975-10-20T13:05+08:00,乙卯,confirmed,hko+lunar,
1975,10,0,1975-11-03T21:04+08:00,1975-11-19T06:28+08:00,乙卯,confirmed,hko+lunar,
1975,11,0,1975-12-03T08:50+08:00,1975-12-18T22:39+08:00,乙卯,confirmed,hko+lunar,
1976,12,0,1976-01-01T22:40+08:00,1976-01-17T12:46+08:00,乙卯,confirmed,hko+lunar,
1976,1,0,1976-01-31T14:20+08:00,1976-02-16T00:43+08:00,丙辰,confirmed,hko+lunar,
1976,2,0,1976-03-01T07:24+08:00,1976-03-16T10:52+08:00,丙辰,confirmed,hko+lunar,
1976,3,0,1976-03-31T01:07+08:00,1976-04-14T19:48+08:00,丙辰,confirmed,hko+lunar,
1976,4,0,1976-04-29T18:19+08:00,1976-05-14T04:04+08:00,丙辰,confirmed,hko+lunar,
1976,5,0,1976-05-29T09:46+08:00,1976-06-12T12:14+08:00,丙辰,confirmed,hko+lunar,
1976,6,0,1976-06-27T22:49+08:00,1976-07-11T21:08+08:00,丙辰,confirmed,hko+lunar,
1976,7,0,1976-07-27T09:38+08:00,1976-08-10T07:43+08:00,丙辰,confirmed,hko+lunar,
1976,8,0,1976-08-25T19:00+08:00,1976-09-08T20:52+08:00,丙辰,confirmed,hko+lunar,
1976,8,1,1976-09-24T03:54+08:00,1976-10-08T12:55+08:00,丙辰,confirmed,hko+lunar,闰八月
1976,9,0,1976-10-23T13:09+08:00,1976-11-07T07:14+08:00,丙辰,confirmed,hko+lunar,
1976,10,0,1976-11-21T23:10+08:00,1976-12-07T02:14+08:00,丙辰,confirmed,hko+lunar,
1976,11,0,1976-12-21T10:07+08:00,1977-01-05T20:10+08:00,丙辰,confirmed,hko+lunar,
1977,12,0,1977-01-19T22:11+08:00,1977-02-04T11:56+08:00,丙辰,confirmed,hko+lunar,
1977,1,0,1977-02-18T11:36+08:00,1977-03-06T01:13+08:00,丁巳,confirmed,hko+lunar,
1977,2,0,1977-03-20T02:32+08:00,1977-04-04T12:08+08:00,丁巳,confirmed,hko+lunar,
1977,3,0,1977-04-18T18:35+08:00,1977-05-03T21:03+08:00,丁巳,confirmed,hko+lunar,
1977,4,0,1977-05-18T10:51+08:00,1977-06-02T04:30+08:00,丁巳,confirmed,hko+lunar,
1977,5,0,1977-06-17T02:22+08:00,1977-07-01T11:24+08:00,丁巳,confirmed,hko+lunar,
1977,6,0,1977-07-16T16:36+08:00,1977-07-30T18:52+08:00,丁巳,confirmed,hko+lunar,
1977,7,0,1977-08-15T05:31+08:00,1977-08-29T04:10+08:00,丁巳,confirmed,hko+lunar,
1977,8,0,1977-09-13T17:22+08:00,1977-09-27T16:17+08:00,丁巳,confirmed,hko+lunar,
1977,9,0,1977-10-13T04:30+08:00,1977-10-27T07:35+08:00,丁巳,confirmed,hko+lunar,
1977,10,0,1977-11-11T15:09+08:00,1977-11-26T01:31+08:00,丁巳,confirmed,hko+lunar,
1977,11,0,1977-12-11T01:32+08:00,1977-12-25T20:49+08:00,丁巳,confirmed,hko+lunar,
1978,12,0,1978-01-09T11:59+08:00,1978-01-24T15:55+08:00,丁巳,confirmed,hko+lunar,
1978,1,0,1978-02-07T22:53+08:00,1978-02-23T09:26+08:00,戊午,confirmed,hko+lunar,
1978,2,0,1978-03-09T10:36+08:00,1978-03-25T00:19+08:00,戊午,confirmed,hko+lunar,
1978,3,0,1978-04-07T23:15+08:00,1978-04-23T12:10+08:00,戊午,confirmed,hko+lunar,
1978,4,0,1978-05-07T12:46+08:00,1978-05-22T21:16+08:00,戊午,confirmed,hko+lunar,
1978,5,0,1978-06-06T03:01+08:00,1978-06-21T04:30+08:00,戊午,confirmed,hko+lunar,
1978,6,0,1978-07-05T17:50+08:00,1978-07-20T11:04+08:00,戊午,confirmed,hko+lunar,
1978,7,0,1978-08-04T09:00+08:00,1978-08-18T18:13+08:00,戊午,confirmed,hko+lunar,
1978,8,0,1978-09-03T00:08+08:00,1978-09-17T03:01+08:00,戊午,confirmed,hko+lunar,
1978,9,0,1978-10-02T14:40+08:00,1978-10-16T14:09+08:00,戊午,confirmed,hko+lunar,
1978,10,0,1978-11-01T04:06+08:00,1978-11-15T04:00+08:00,戊午,confirmed,hko+lunar,
1978,11,0,1978-11-30T16:19+08:00,1978-12-14T20:30+08:00,戊午,confirmed,hko+lunar,
1978,12,0,1978-12-30T03:35+08:00,1979-01-13T15:08+08:00,戊午,confirmed,hko+lunar,
1979,1,0,1979-01-28T14:19+08:00,1979-02-12T10:39+08:00,己未,confirmed,hko+lunar,
1979,2,0,1979-02-27T00:45+08:00,1979-03-14T05:14+08:00,己未,confirmed,hko+lunar,
1979,3,0,1979-03-28T10:59+08:00,1979-04-12T21:15+08:00,己未,confirmed,hko+lunar,
1979,4,0,1979-04-26T21:14+08:00,1979-05-12T10:00+08:00,己未,confirmed,hko+lunar,
1979,5,0,1979-05-26T08:00+08:00,1979-06-10T19:55+08:00,己未,confirmed,hko+lunar,
1979,6,0,1979-06-24T19:57+08:00,1979-07-10T03:59+08:00,己未,confirmed,hko+lunar,
1979,6,1,1979-07-24T09:40+08:00,1979-08-08T11:21+08:00,己未,confirmed,hko+lunar,闰六月
1979,7,0,1979-08-23T01:10+08:00,1979-09-06T18:58+08:00,己未,confirmed,hko+lunar,
1979,8,0,1979-09-21T17:46+08:00,1979-10-06T03:35+08:00,己未,confirmed,hko+lunar,
1979,9,0,1979-10-21T10:23+08:00,1979-11-04T13:47+08:00,己未,confirmed,hko+lunar,
1979,10,0,1979-11-20T02:03+08:00,1979-12-04T02:07+08:00,己未,confirmed,hko+lunar,
1979,11,0,1979-12-19T16:23+08:00,1980-01-02T17:02+08:00,己未,confirmed,hko+lunar,
1980,12,0,1980-01-18T05:19+08:00,1980-02-01T10:21+08:00,己未,confirmed,hko+lunar,
1980,1,0,1980-02-16T16:50+08:00,1980-03-02T04:59+08:00,庚申,confirmed,hko+lunar,
1980,2,0,1980-03-17T02:55+08:00,1980-03-31T23:13+08:00,庚申,confirmed,hko+lunar,
1980,3,0,1980-04-15T11:46+08:00,1980-04-30T15:35+08:00,庚申,confirmed,hko+lunar,
1980,4,0,1980-05-14T20:00+08:00,1980-05-30T05:27+08:00,庚申,confirmed,hko+lunar,
1980,5,0,1980-06-13T04:38+08:00,1980-06-28T17:02+08:00,庚申,confirmed,hko+lunar,
1980,6,0,1980-07-12T14:45+08:00,1980-07-28T02:53+08:00,庚申,confirmed,hko+lunar,
1980,7,0,1980-08-11T03:09+08:00,1980-08-26T11:42+08:00,庚申,confirmed,hko+lunar,
1980,8,0,1980-09-09T18:00+08:00,1980-09-24T20:07+08:00,庚申,confirmed,hko+lunar,
1980,9,0,1980-10-09T10:49+08:00,1980-10-24T04:51+08:00,庚申,confirmed,hko+lunar,
1980,10,0,1980-11-08T04:42+08:00,1980-11-22T14:38+08:00,庚申,confirmed,hko+lunar,
1980,11,0,1980-12-07T22:35+08:00,1980-12-22T02:08+08:00,庚申,confirmed,hko+lunar,
1981,12,0,1981-01-06T15:24+08:00,1981-01-20T15:38+08:00,庚申,confirmed,hko+lunar,
1981,1,0,1981-02-05T06:13+08:00,1981-02-19T06:58+08:00,辛酉,confirmed,hko+lunar,
1981,2,0,1981-03-06T18:30+08:00,1981-03-20T23:22+08:00,辛酉,confirmed,hko+lunar,
1981,3,0,1981-04-05T04:19+08:00,1981-04-19T15:58+08:00,辛酉,confirmed,hko+lunar,
1981,4,0,1981-05-04T12:19+08:00,1981-05-19T08:03+08:00,辛酉,confirmed,hko+lunar,
1981,5,0,1981-06-02T19:31+08:00,1981-06-17T23:04+08:00,辛酉,confirmed,hko+lunar,
1981,6,0,1981-07-02T03:03+08:00,1981-07-17T12:38+08:00,辛酉,confirmed,hko+lunar,
1981,7,0,1981-07-31T11:51+08:00,1981-08-16T00:36+08:00,辛酉,confirmed,hko+lunar,
1981,8,0,1981-08-29T22:43+08:00,1981-09-14T11:08+08:00,辛酉,confirmed,hko+lunar,
1981,9,0,1981-09-28T12:07+08:00,1981-10-13T20:49+08:00,辛酉,confirmed,hko+lunar,
1981,10,0,1981-10-28T04:13+08:00,1981-11-12T06:26+08:00,辛酉,confirmed,hko+lunar,
1981,11,0,1981-11-26T22:38+08:00,1981-12-11T16:41+08:00,辛酉,confirmed,hko+lunar,
1981,12,0,1981-12-26T18:10+08:00,1982-01-10T03:52+08:00,辛酉,confirmed,hko+lunar,
1982,1,0,1982-01-25T12:55+08:00,1982-02-08T15:57+08:00,壬戌,confirmed,hko+lunar,
1982,2,0,1982-02-24T05:13+08:00,1982-03-10T04:45+08:00,壬戌,confirmed,hko+lunar,
1982,3,0,1982-03-25T18:17+08:00,1982-04-08T18:18+08:00,壬戌,confirmed,hko+lunar,
1982,4,0,1982-04-24T04:28+08:00,1982-05-08T08:44+08:00,壬戌,confirmed,hko+lunar,
1982,4,1,1982-05-23T12:40+08:00,1982-06-06T23:59+08:00,壬戌,confirmed,hko+lunar,闰四月
1982,5,0,1982-06-21T19:51+08:00,1982-07-06T15:31+08:00,壬戌,confirmed,hko+lunar,
1982,6,0,1982-07-21T02:56+08:00,1982-08-05T06:33+08:00,壬戌,confirmed,hko+lunar,
1982,7,0,1982-08-19T10:44+08:00,1982-09-03T20:28+08:00,壬戌,confirmed,hko+lunar,
1982,8,0,1982-09-17T20:09+08:00,1982-10-03T09:08+08:00,壬戌,confirmed,hko+lunar,
1982,9,0,1982-10-17T08:04+08:00,1982-11-01T20:56+08:00,壬戌,confirmed,hko+lunar,
1982,10,0,1982-11-15T23:09+08:00,1982-12-01T08:20+08:00,壬戌,confirmed,hko+lunar,
1982,11,0,1982-12-15T17:18+08:00,1982-12-30T19:32+08:00,壬戌,confirmed,hko+lunar,
1983,12,0,1983-01-14T13:07+08:00,1983-01-29T06:26+08:00,壬戌,confirmed,hko+lunar,
1983,1,0,1983-02-13T08:31+08:00,1983-02-27T16:58+08:00,癸亥,confirmed,hko+lunar,
1983,2,0,1983-03-15T01:43+08:00,1983-03-29T03:26+08:00,癸亥,confirmed,hko+lunar,
1983,3,0,1983-04-13T15:58+08:00,1983-04-27T14:30+08:00,癸亥,confirmed,hko+lunar,
1983,4,0,1983-05-13T03:25+08:00,1983-05-27T02:47+08:00,癸亥,confirmed,hko+lunar,
1983,5,0,1983-06-11T12:37+08:00,1983-06-25T16:31+08:00,癸亥,confirmed,hko+lunar,
1983,6,0,1983-07-10T20:18+08:00,1983-07-25T07:26+08:00,癸亥,confirmed,hko+lunar,
1983,7,0,1983-08-09T03:17+08:00,1983-08-23T22:59+08:00,癸亥,confirmed,hko+lunar,
1983,8,0,1983-09-07T10:34+08:00,1983-09-22T14:36+08:00,癸亥,confirmed,hko+lunar,
1983,9,0,1983-10-06T19:15+08:00,1983-10-22T05:53+08:00,癸亥,confirmed,hko+lunar,
1983,10,0,1983-11-05T06:21+08:00,1983-11-20T20:29+08:00,癸亥,confirmed,hko+lunar,
1983,11,0,1983-12-04T20:25+08:00,1983-12-20T10:00+08:00,癸亥,confirmed,hko+lunar,
1984,12,0,1984-01-03T13:15+08:00,1984-01-18T22:05+08:00,癸亥,confirmed,hko+lunar,
1984,1,0,1984-02-02T07:46+08:00,1984-02-17T08:41+08:00,甲子,confirmed,hko+lunar,
1984,2,0,1984-03-03T02:30+08:00,1984-03-17T18:09+08:00,甲子,confirmed,hko+lunar,
1984,3,0,1984-04-01T20:09+08:00,1984-04-16T03:10+08:00,甲子,confirmed,hko+lunar,
1984,4,0,1984-05-01T11:45+08:00,1984-05-15T12:28+08:00,甲子,confirmed,hko+lunar,
1984,5,0,1984-05-31T00:47+08:00,1984-06-13T22:41+08:00,甲子,confirmed,hko+lunar,
1984,6,0,1984-06-29T11:18+08:00,1984-07-13T10:19+08:00,甲子,confirmed,hko+lunar,
1984,7,0,1984-07-28T19:51+08:00,1984-08-11T23:43+08:00,甲子,confirmed,hko+lunar,
1984,8,0,1984-08-27T03:25+08:00,1984-09-10T15:01+08:00,甲子,confirmed,hko+lunar,
1984,9,0,1984-09-25T11:10+08:00,1984-10-10T07:58+08:00,甲子,confirmed,hko+lunar,
1984,10,0,1984-10-24T20:08+08:00,1984-11-09T01:42+08:00,甲子,confirmed,hko+lunar,
1984,10,1,1984-11-23T06:56+08:00,1984-12-08T18:53+08:00,甲子,confirmed,hko+lunar,闰十月
1984,11,0,1984-12-22T19:46+08:00,1985-01-07T10:16+08:00,甲子,confirmed,hko+lunar,
1985,12,0,1985-01-21T10:28+08:00,1985-02-05T23:18+08:00,甲子,confirmed,hko+lunar,
1985,1,0,1985-02-20T02:42+08:00,1985-03-07T10:13+08:00,乙丑,confirmed,hko+lunar,
1985,2,0,1985-03-21T19:58+08:00,1985-04-05T19:32+08:00,乙丑,confirmed,hko+lunar,
1985,3,0,1985-04-20T13:21+08:00,1985-05-05T03:52+08:00,乙丑,confirmed,hko+lunar,
1985,4,0,1985-05-20T05:41+08:00,1985-06-03T11:50+08:00,乙丑,confirmed,hko+lunar,
1985,5,0,1985-06-18T19:57+08:00,1985-07-02T20:08+08:00,乙丑,confirmed,hko+lunar,
1985,6,0,1985-07-18T07:56+08:00,1985-08-01T05:40+08:00,乙丑,confirmed,hko+lunar,
1985,7,0,1985-08-16T18:05+08:00,1985-08-30T17:27+08:00,乙丑,confirmed,hko+lunar,
1985,8,0,1985-09-15T03:19+08:00,1985-09-29T08:08+08:00,乙丑,confirmed,hko+lunar,
1985,9,0,1985-10-14T12:33+08:00,1985-10-29T01:37+08:00,乙丑,confirmed,hko+lunar,
1985,10,0,1985-11-12T22:20+08:00,1985-11-27T20:41+08:00,乙丑,confirmed,hko+lunar,
1985,11,0,1985-12-12T08:54+08:00,1985-12-27T15:30+08:00,乙丑,confirmed,hko+lunar,
1986,12,0,1986-01-10T20:21+08:00,1986-01-26T08:31+08:00,乙丑,confirmed,hko+lunar,
1986,1,0,1986-02-09T08:55+08:00,1986-02-24T23:02+08:00,丙寅,confirmed,hko+lunar,
1986,2,0,1986-03-10T22:51+08:00,1986-03-26T11:01+08:00,丙寅,confirmed,hko+lunar,
1986,3,0,1986-04-09T14:08+08:00,1986-04-24T20:46+08:00,丙寅,confirmed,hko+lunar,
1986,4,0,1986-05-09T06:09+08:00,1986-05-24T04:44+08:00,丙寅,confirmed,hko+lunar,
1986,5,0,1986-06-07T22:00+08:00,1986-06-22T11:41+08:00,丙寅,confirmed,hko+lunar,
1986,6,0,1986-07-07T12:54+08:00,1986-07-21T18:40+08:00,丙寅,confirmed,hko+lunar,
1986,7,0,1986-08-06T02:35+08:00,1986-08-20T02:54+08:00,丙寅,confirmed,hko+lunar,
1986,8,0,1986-09-04T15:10+08:00,1986-09-18T13:33+08:00,丙寅,confirmed,hko+lunar,
1986,9,0,1986-10-04T02:54+08:00,1986-10-18T03:21+08:00,丙寅,confirmed,hko+lunar,
1986,10,0,1986-11-02T14:02+08:00,1986-11-16T20:11+08:00,丙寅,confirmed,hko+lunar,
1986,11,0,1986-12-02T00:42+08:00,1986-12-16T15:04+08:00,丙寅,confirmed,hko+lunar,
1986,12,0,1986-12-31T11:09+08:00,1987-01-15T10:30+08:00,丙寅,confirmed,hko+lunar,
1987,1,0,1987-01-29T21:44+08:00,1987-02-14T04:57+08:00,丁卯,confirmed,hko+lunar,
1987,2,0,1987-02-28T08:50+08:00,1987-03-15T21:12+08:00,丁卯,confirmed,hko+lunar,
1987,3,0,1987-03-29T20:45+08:00,1987-04-14T10:30+08:00,丁卯,confirmed,hko+lunar,
1987,4,0,1987-04-28T09:34+08:00,1987-05-13T20:50+08:00,丁卯,confirmed,hko+lunar,
1987,5,0,1987-05-27T23:13+08:00,1987-06-12T04:48+08:00,丁卯,confirmed,hko+lunar,
1987,6,0,1987-06-26T13:36+08:00,1987-07-11T11:32+08:00,丁卯,confirmed,hko+lunar,
1987,6,1,1987-07-26T04:37+08:00,1987-08-09T18:17+08:00,丁卯,confirmed,hko+lunar,闰六月
1987,7,0,1987-08-24T19:58+08:00,1987-09-08T02:12+08:00,丁卯,confirmed,hko+lunar,
1987,8,0,1987-09-23T11:08+08:00,1987-10-07T12:12+08:00,丁卯,confirmed,hko+lunar,
1987,9,0,1987-10-23T01:27+08:00,1987-11-06T00:45+08:00,丁卯,confirmed,hko+lunar,
1987,10,0,1987-11-21T14:32+08:00,1987-12-05T16:00+08:00,丁卯,confirmed,hko+lunar,
1987,11,0,1987-12-21T02:25+08:00,1988-01-04T09:40+08:00,丁卯,confirmed,hko+lunar,
1988,12,0,1988-01-19T13:25+08:00,1988-02-03T04:51+08:00,丁卯,confirmed,hko+lunar,
1988,1,0,1988-02-17T23:54+08:00,1988-03-04T00:01+08:00,戊辰,confirmed,hko+lunar,
1988,2,0,1988-03-18T10:02+08:00,1988-04-02T17:21+08:00,戊辰,confirmed,hko+lunar,
1988,3,0,1988-04-16T19:59+08:00,1988-05-02T07:40+08:00,戊辰,confirmed,hko+lunar,
