year,month,is_ruen,shuo_time,wang_time,lunar_year,status,source_ref,notes
1988,4,0,1988-05-16T06:10+08:00,1988-05-31T18:53+08:00,戊辰,confirmed,hko+lunar,
1988,5,0,1988-06-14T17:13+08:00,1988-06-30T03:45+08:00,戊辰,confirmed,hko+lunar,
1988,6,0,1988-07-14T05:53+08:00,1988-07-29T11:25+08:00,戊辰,confirmed,hko+lunar,
1988,7,0,1988-08-12T20:30+08:00,1988-08-27T18:55+08:00,戊辰,confirmed,hko+lunar,
1988,8,0,1988-09-11T12:49+08:00,1988-09-26T03:07+08:00,戊辰,confirmed,hko+lunar,
1988,9,0,1988-10-11T05:48+08:00,1988-10-25T12:35+08:00,戊辰,confirmed,hko+lunar,
1988,10,0,1988-11-09T22:19+08:00,1988-11-23T23:53+08:00,戊辰,confirmed,hko+lunar,
1988,11,0,1988-12-09T13:35+08:00,1988-12-23T13:28+08:00,戊辰,confirmed,hko+lunar,
1989,12,0,1989-01-08T03:22+08:00,1989-01-22T05:33+08:00,戊辰,confirmed,hko+lunar,
1989,1,0,1989-02-06T15:36+08:00,1989-02-20T23:31+08:00,己巳,confirmed,hko+lunar,
1989,2,0,1989-03-08T02:18+08:00,1989-03-22T17:57+08:00,己巳,confirmed,hko+lunar,
1989,3,0,1989-04-06T11:32+08:00,1989-04-21T11:13+08:00,己巳,confirmed,hko+lunar,
1989,4,0,1989-05-05T19:46+08:00,1989-05-21T02:16+08:00,己巳,confirmed,hko+lunar,
1989,5,0,1989-06-04T03:52+08:00,1989-06-19T14:57+08:00,己巳,confirmed,hko+lunar,
1989,6,0,1989-07-03T12:59+08:00,1989-07-19T01:41+08:00,己巳,confirmed,hko+lunar,
1989,7,0,1989-08-02T00:05+08:00,1989-08-17T11:06+08:00,己巳,confirmed,hko+lunar,
1989,8,0,1989-08-31T13:44+08:00,1989-09-15T19:50+08:00,己巳,confirmed,hko+lunar,
1989,9,0,1989-09-30T05:46+08:00,1989-10-15T04:31+08:00,己巳,confirmed,hko+lunar,
1989,10,0,1989-10-29T23:27+08:00,1989-11-13T13:51+08:00,己巳,confirmed,hko+lunar,
1989,11,0,1989-11-28T17:40+08:00,1989-12-13T00:29+08:00,己巳,confirmed,hko+lunar,
1989,12,0,1989-12-28T11:19+08:00,1990-01-11T12:56+08:00,己巳,confirmed,hko+lunar,
1990,1,0,1990-01-27T03:20+08:00,1990-02-10T03:15+08:00,庚午,confirmed,hko+lunar,
1990,2,0,1990-02-25T16:54+08:00,1990-03-11T18:58+08:00,庚午,confirmed,hko+lunar,
1990,3,0,1990-03-27T03:48+08:00,1990-04-10T11:18+08:00,庚午,confirmed,hko+lunar,
1990,4,0,1990-04-25T12:27+08:00,1990-05-10T03:30+08:00,庚午,confirmed,hko+lunar,
1990,5,0,1990-05-24T19:47+08:00,1990-06-08T19:01+08:00,庚午,confirmed,hko+lunar,
1990,5,1,1990-06-23T02:54+08:00,1990-07-08T09:23+08:00,庚午,confirmed,hko+lunar,闰五月
1990,6,0,1990-07-22T10:54+08:00,1990-08-06T22:19+08:00,庚午,confirmed,hko+lunar,
1990,7,0,1990-08-20T20:39+08:00,1990-09-05T09:45+08:00,庚午,confirmed,hko+lunar,
1990,8,0,1990-09-19T08:46+08:00,1990-10-04T20:01+08:00,庚午,confirmed,hko+lunar,
1990,9,0,1990-10-18T23:36+08:00,1990-11-03T05:48+08:00,庚午,confirmed,hko+lunar,
1990,10,0,1990-11-17T17:04+08:00,1990-12-02T15:49+08:00,庚午,confirmed,hko+lunar,
1990,11,0,1990-12-17T12:21+08:00,1991-01-01T02:35+08:00,庚午,confirmed,hko+lunar,
1991,12,0,1991-01-16T07:49+08:00,1991-01-30T14:09+08:00,庚午,confirmed,hko+lunar,
1991,1,0,1991-02-15T01:31+08:00,1991-03-01T02:24+08:00,辛未,confirmed,hko+lunar,
1991,2,0,1991-03-16T16:10+08:00,1991-03-30T15:17+08:00,辛未,confirmed,hko+lunar,
1991,3,0,1991-04-15T03:37+08:00,1991-04-29T04:58+08:00,辛未,confirmed,hko+lunar,
1991,4,0,1991-05-14T12:35+08:00,1991-05-28T19:36+08:00,辛未,confirmed,hko+lunar,
1991,5,0,1991-06-12T20:05+08:00,1991-06-27T10:58+08:00,辛未,confirmed,hko+lunar,
1991,6,0,1991-07-12T03:06+08:00,1991-07-27T02:24+08:00,辛未,confirmed,hko+lunar,
1991,7,0,1991-08-10T10:27+08:00,1991-08-25T17:07+08:00,辛未,confirmed,hko+lunar,
1991,8,0,1991-09-08T19:00+08:00,1991-09-24T06:39+08:00,辛未,confirmed,hko+lunar,
1991,9,0,1991-10-08T05:38+08:00,1991-10-23T19:08+08:00,辛未,confirmed,hko+lunar,
1991,10,0,1991-11-06T19:11+08:00,1991-11-22T06:56+08:00,辛未,confirmed,hko+lunar,
1991,11,0,1991-12-06T11:56+08:00,1991-12-21T18:23+08:00,辛未,confirmed,hko+lunar,
1992,12,0,1992-01-05T07:09+08:00,1992-01-20T05:28+08:00,辛未,confirmed,hko+lunar,
1992,1,0,1992-02-04T02:59+08:00,1992-02-18T16:04+08:00,壬申,confirmed,hko+lunar,
1992,2,0,1992-03-04T21:22+08:00,1992-03-19T02:17+08:00,壬申,confirmed,hko+lunar,
1992,3,0,1992-04-03T13:01+08:00,1992-04-17T12:42+08:00,壬申,confirmed,hko+lunar,
1992,4,0,1992-05-03T01:44+08:00,1992-05-17T00:02+08:00,壬申,confirmed,hko+lunar,
1992,5,0,1992-06-01T11:56+08:00,1992-06-15T12:49+08:00,壬申,confirmed,hko+lunar,
1992,6,0,1992-06-30T20:18+08:00,1992-07-15T03:06+08:00,壬申,confirmed,hko+lunar,
1992,7,0,1992-07-30T03:35+08:00,1992-08-13T18:27+08:00,壬申,confirmed,hko+lunar,
1992,8,0,1992-08-28T10:41+08:00,1992-09-12T10:16+08:00,壬申,confirmed,hko+lunar,
1992,9,0,1992-09-26T18:40+08:00,1992-10-12T02:03+08:00,壬申,confirmed,hko+lunar,
1992,10,0,1992-10-26T04:33+08:00,1992-11-10T17:20+08:00,壬申,confirmed,hko+lunar,
1992,11,0,1992-11-24T17:11+08:00,1992-12-10T07:40+08:00,壬申,confirmed,hko+lunar,
1992,12,0,1992-12-24T08:42+08:00,1993-01-08T20:37+08:00,壬申,confirmed,hko+lunar,
1993,1,0,1993-01-23T02:26+08:00,1993-02-07T07:55+08:00,癸酉,confirmed,hko+lunar,
1993,2,0,1993-02-21T21:05+08:00,1993-03-08T17:45+08:00,癸酉,confirmed,hko+lunar,
1993,3,0,1993-03-23T15:14+08:00,1993-04-07T02:43+08:00,癸酉,confirmed,hko+lunar,
1993,3,1,1993-04-22T07:48+08:00,1993-05-06T11:33+08:00,癸酉,confirmed,hko+lunar,闰三月
1993,4,0,1993-05-21T22:06+08:00,1993-06-04T21:02+08:00,癸酉,confirmed,hko+lunar,
1993,5,0,1993-06-20T09:52+08:00,1993-07-04T07:45+08:00,癸酉,confirmed,hko+lunar,
1993,6,0,1993-07-19T19:24+08:00,1993-08-02T20:09+08:00,癸酉,confirmed,hko+lunar,
1993,7,0,1993-08-18T03:28+08:00,1993-09-01T10:32+08:00,癸酉,confirmed,hko+lunar,
1993,8,0,1993-09-16T11:10+08:00,1993-10-01T02:53+08:00,癸酉,confirmed,hko+lunar,
1993,9,0,1993-10-15T19:35+08:00,1993-10-30T20:37+08:00,癸酉,confirmed,hko+lunar,
1993,10,0,1993-11-14T05:34+08:00,1993-11-29T14:30+08:00,癸酉,confirmed,hko+lunar,
1993,11,0,1993-12-13T17:26+08:00,1993-12-29T07:05+08:00,癸酉,confirmed,hko+lunar,
1994,12,0,1994-01-12T07:10+08:00,1994-01-27T21:22+08:00,癸酉,confirmed,hko+lunar,
1994,1,0,1994-02-10T22:29+08:00,1994-02-26T09:15+08:00,甲戌,confirmed,hko+lunar,
1994,2,0,1994-03-12T15:04+08:00,1994-03-27T19:09+08:00,甲戌,confirmed,hko+lunar,
1994,3,0,1994-04-11T08:17+08:00,1994-04-26T03:44+08:00,甲戌,confirmed,hko+lunar,
1994,4,0,1994-05-11T01:06+08:00,1994-05-25T11:39+08:00,甲戌,confirmed,hko+lunar,
1994,5,0,1994-06-09T16:26+08:00,1994-06-23T19:33+08:00,甲戌,confirmed,hko+lunar,
1994,6,0,1994-07-09T05:37+08:00,1994-07-23T04:15+08:00,甲戌,confirmed,hko+lunar,
1994,7,0,1994-08-07T16:45+08:00,1994-08-21T14:46+08:00,甲戌,confirmed,hko+lunar,
1994,8,0,1994-09-06T02:32+08:00,1994-09-20T04:00+08:00,甲戌,confirmed,hko+lunar,
1994,9,0,1994-10-05T11:55+08:00,1994-10-19T20:17+08:00,甲戌,confirmed,hko+lunar,
1994,10,0,1994-11-03T21:35+08:00,1994-11-18T14:57+08:00,甲戌,confirmed,hko+lunar,
1994,11,0,1994-12-03T07:54+08:00,1994-12-18T10:17+08:00,甲戌,confirmed,hko+lunar,
1995,12,0,1995-01-01T18:55+08:00,1995-01-17T04:26+08:00,甲戌,confirmed,hko+lunar,
1995,1,0,1995-01-31T06:47+08:00,1995-02-15T20:15+08:00,乙亥,confirmed,hko+lunar,
1995,2,0,1995-03-01T19:47+08:00,1995-03-17T09:25+08:00,乙亥,confirmed,hko+lunar,
1995,3,0,1995-03-31T10:08+08:00,1995-04-15T20:08+08:00,乙亥,confirmed,hko+lunar,
1995,4,0,1995-04-30T01:36+08:00,1995-05-15T04:48+08:00,乙亥,confirmed,hko+lunar,
1995,5,0,1995-05-29T17:27+08:00,1995-06-13T12:03+08:00,乙亥,confirmed,hko+lunar,
1995,6,0,1995-06-28T08:49+08:00,1995-07-12T18:49+08:00,乙亥,confirmed,hko+lunar,
1995,7,0,1995-07-27T23:12+08:00,1995-08-11T02:15+08:00,乙亥,confirmed,hko+lunar,
1995,8,0,1995-08-26T12:30+08:00,1995-09-09T11:36+08:00,乙亥,confirmed,hko+lunar,
1995,8,1,1995-09-25T00:54+08:00,1995-10-08T23:51+08:00,乙亥,confirmed,hko+lunar,闰八月
1995,9,0,1995-10-24T12:36+08:00,1995-11-07T15:20+08:00,乙亥,confirmed,hko+lunar,
1995,10,0,1995-11-22T23:42+08:00,1995-12-07T09:26+08:00,乙亥,confirmed,hko+lunar,
1995,11,0,1995-12-22T10:22+08:00,1996-01-06T04:50+08:00,乙亥,confirmed,hko+lunar,
1996,12,0,1996-01-20T20:50+08:00,1996-02-04T23:57+08:00,乙亥,confirmed,hko+lunar,
1996,1,0,1996-02-19T07:30+08:00,1996-03-05T17:22+08:00,丙子,confirmed,hko+lunar,
1996,2,0,1996-03-19T18:44+08:00,1996-04-04T08:06+08:00,丙子,confirmed,hko+lunar,
1996,3,0,1996-04-18T06:48+08:00,1996-05-03T19:48+08:00,丙子,confirmed,hko+lunar,
1996,4,0,1996-05-17T19:46+08:00,1996-06-02T04:46+08:00,丙子,confirmed,hko+lunar,
1996,5,0,1996-06-16T09:35+08:00,1996-07-01T11:58+08:00,丙子,confirmed,hko+lunar,
1996,6,0,1996-07-16T00:14+08:00,1996-07-30T18:35+08:00,丙子,confirmed,hko+lunar,
1996,7,0,1996-08-14T15:33+08:00,1996-08-29T01:52+08:00,丙子,confirmed,hko+lunar,
1996,8,0,1996-09-13T07:07+08:00,1996-09-27T10:50+08:00,丙子,confirmed,hko+lunar,
1996,9,0,1996-10-12T22:14+08:00,1996-10-26T22:11+08:00,丙子,confirmed,hko+lunar,
1996,10,0,1996-11-11T12:16+08:00,1996-11-25T12:09+08:00,丙子,confirmed,hko+lunar,
1996,11,0,1996-12-11T00:56+08:00,1996-12-25T04:40+08:00,丙子,confirmed,hko+lunar,
1997,12,0,1997-01-09T12:25+08:00,1997-01-23T23:10+08:00,丙子,confirmed,hko+lunar,
1997,1,0,1997-02-07T23:06+08:00,1997-02-22T18:26+08:00,丁丑,confirmed,hko+lunar,
1997,2,0,1997-03-09T09:14+08:00,1997-03-24T12:45+08:00,丁丑,confirmed,hko+lunar,
1997,3,0,1997-04-07T19:01+08:00,1997-04-23T04:33+08:00,丁丑,confirmed,hko+lunar,
1997,4,0,1997-05-07T04:46+08:00,1997-05-22T17:13+08:00,丁丑,confirmed,hko+lunar,
1997,5,0,1997-06-05T15:03+08:00,1997-06-21T03:08+08:00,丁丑,confirmed,hko+lunar,
1997,6,0,1997-07-05T02:39+08:00,1997-07-20T11:20+08:00,丁丑,confirmed,hko+lunar,
1997,7,0,1997-08-03T16:13+08:00,1997-08-18T18:55+08:00,丁丑,confirmed,hko+lunar,
1997,8,0,1997-09-02T07:51+08:00,1997-09-17T02:50+08:00,丁丑,confirmed,hko+lunar,
1997,9,0,1997-10-02T00:51+08:00,1997-10-16T11:45+08:00,丁丑,confirmed,hko+lunar,
1997,10,0,1997-10-31T18:01+08:00,1997-11-14T22:11+08:00,丁丑,confirmed,hko+lunar,
1997,11,0,1997-11-30T10:13+08:00,1997-12-14T10:37+08:00,丁丑,confirmed,hko+lunar,
1997,12,0,1997-12-30T00:56+08:00,1998-01-13T01:23+08:00,丁丑,confirmed,hko+lunar,
1998,1,0,1998-01-28T14:00+08:00,1998-02-11T18:22+08:00,戊寅,confirmed,hko+lunar,
1998,2,0,1998-02-27T01:25+08:00,1998-03-13T12:34+08:00,戊寅,confirmed,hko+lunar,
1998,3,0,1998-03-28T11:13+08:00,1998-04-12T06:23+08:00,戊寅,confirmed,hko+lunar,
1998,4,0,1998-04-26T19:41+08:00,1998-05-11T22:29+08:00,戊寅,confirmed,hko+lunar,
1998,5,0,1998-05-26T03:32+08:00,1998-06-10T12:18+08:00,戊寅,confirmed,hko+lunar,
1998,5,1,1998-06-24T11:50+08:00,1998-07-10T00:00+08:00,戊寅,confirmed,hko+lunar,闰五月
1998,6,0,1998-07-23T21:43+08:00,1998-08-08T10:09+08:00,戊寅,confirmed,hko+lunar,
1998,7,0,1998-08-22T10:03+08:00,1998-09-06T19:21+08:00,戊寅,confirmed,hko+lunar,
1998,8,0,1998-09-21T01:01+08:00,1998-10-06T04:11+08:00,戊寅,confirmed,hko+lunar,
1998,9,0,1998-10-20T18:09+08:00,1998-11-04T13:18+08:00,戊寅,confirmed,hko+lunar,
1998,10,0,1998-11-19T12:26+08:00,1998-12-03T23:19+08:00,戊寅,confirmed,hko+lunar,
1998,11,0,1998-12-19T06:42+08:00,1999-01-02T10:49+08:00,戊寅,confirmed,hko+lunar,
1999,12,0,1999-01-17T23:46+08:00,1999-02-01T00:06+08:00,戊寅,confirmed,hko+lunar,
1999,1,0,1999-02-16T14:38+08:00,1999-03-02T14:58+08:00,己卯,confirmed,hko+lunar,
1999,2,0,1999-03-18T02:47+08:00,1999-04-01T06:48+08:00,己卯,confirmed,hko+lunar,
1999,3,0,1999-04-16T12:21+08:00,1999-04-30T22:54+08:00,己卯,confirmed,hko+lunar,
1999,4,0,1999-05-15T20:05+08:00,1999-05-30T14:39+08:00,己卯,confirmed,hko+lunar,
1999,5,0,1999-06-14T03:02+08:00,1999-06-29T05:37+08:00,己卯,confirmed,hko+lunar,
1999,6,0,1999-07-13T10:23+08:00,1999-07-28T19:24+08:00,己卯,confirmed,hko+lunar,
1999,7,0,1999-08-11T19:08+08:00,1999-08-27T07:47+08:00,己卯,confirmed,hko+lunar,
1999,8,0,1999-09-10T06:02+08:00,1999-09-25T18:51+08:00,己卯,confirmed,hko+lunar,
1999,9,0,1999-10-09T19:34+08:00,1999-10-25T05:02+08:00,己卯,confirmed,hko+lunar,
1999,10,0,1999-11-08T11:53+08:00,1999-11-23T15:03+08:00,己卯,confirmed,hko+lunar,
1999,11,0,1999-12-08T06:31+08:00,1999-12-23T01:31+08:00,己卯,confirmed,hko+lunar,
2000,12,0,2000-01-07T02:13+08:00,2000-01-21T12:40+08:00,己卯,confirmed,hko+lunar,
2000,1,0,2000-02-05T21:03+08:00,2000-02-20T00:26+08:00,庚辰,confirmed,hko+lunar,
2000,2,0,2000-03-06T13:16+08:00,2000-03-20T12:44+08:00,庚辰,confirmed,hko+lunar,
2000,3,0,2000-04-05T02:11+08:00,2000-04-19T01:41+08:00,庚辰,confirmed,hko+lunar,
2000,4,0,2000-05-04T12:12+08:00,2000-05-18T15:34+08:00,庚辰,confirmed,hko+lunar,
2000,5,0,2000-06-02T20:13+08:00,2000-06-17T06:27+08:00,庚辰,confirmed,hko+lunar,
2000,6,0,2000-07-02T03:19+08:00,2000-07-16T21:55+08:00,庚辰,confirmed,hko+lunar,
2000,7,0,2000-07-31T10:25+08:00,2000-08-15T13:12+08:00,庚辰,confirmed,hko+lunar,
2000,8,0,2000-08-29T18:19+08:00,2000-09-14T03:36+08:00,庚辰,confirmed,hko+lunar,
2000,9,0,2000-09-28T03:52+08:00,2000-10-13T16:52+08:00,庚辰,confirmed,hko+lunar,
2000,10,0,2000-10-27T15:58+08:00,2000-11-12T05:14+08:00,庚辰,confirmed,hko+lunar,
2000,11,0,2000-11-26T07:11+08:00,2000-12-11T17:02+08:00,庚辰,confirmed,hko+lunar,
2000,12,0,2000-12-26T01:21+08:00,2001-01-10T04:24+08:00,庚辰,confirmed,hko+lunar,
2001,1,0,2001-01-24T21:06+08:00,2001-02-08T15:11+08:00,辛巳,confirmed,hko+lunar,
2001,2,0,2001-02-23T16:21+08:00,2001-03-10T01:23+08:00,辛巳,confirmed,hko+lunar,
2001,3,0,2001-03-25T09:21+08:00,2001-04-08T11:21+08:00,辛巳,confirmed,hko+lunar,
2001,4,0,2001-04-23T23:25+08:00,2001-05-07T21:52+08:00,辛巳,confirmed,hko+lunar,
2001,4,1,2001-05-23T10:46+08:00,2001-06-06T09:39+08:00,辛巳,confirmed,hko+lunar,闰四月
2001,5,0,2001-06-21T19:57+08:00,2001-07-05T23:03+08:00,辛巳,confirmed,hko+lunar,
2001,6,0,2001-07-21T03:44+08:00,2001-08-04T13:55+08:00,辛巳,confirmed,hko+lunar,
2001,7,0,2001-08-19T10:55+08:00,2001-09-03T05:43+08:00,辛巳,confirmed,hko+lunar,
2001,8,0,2001-09-17T18:27+08:00,2001-10-02T21:48+08:00,辛巳,confirmed,hko+lunar,
2001,9,0,2001-10-17T03:23+08:00,2001-11-01T13:41+08:00,辛巳,confirmed,hko+lunar,
2001,10,0,2001-11-15T14:39+08:00,2001-12-01T04:49+08:00,辛巳,confirmed,hko+lunar,
2001,11,0,2001-12-15T04:47+08:00,2001-12-30T18:40+08:00,辛巳,confirmed,hko+lunar,
2002,12,0,2002-01-13T21:28+08:00,2002-01-29T06:50+08:00,辛巳,confirmed,hko+lunar,
2002,1,0,2002-02-12T15:40+08:00,2002-02-27T17:16+08:00,壬午,confirmed,hko+lunar,
2002,2,0,2002-03-14T10:02+08:00,2002-03-29T02:24+08:00,壬午,confirmed,hko+lunar,
2002,3,0,2002-04-13T03:21+08:00,2002-04-27T10:59+08:00,壬午,confirmed,hko+lunar,
2002,4,0,2002-05-12T18:45+08:00,2002-05-26T19:51+08:00,壬午,confirmed,hko+lunar,
2002,5,0,2002-06-11T07:46+08:00,2002-06-25T05:42+08:00,壬午,confirmed,hko+lunar,
2002,6,0,2002-07-10T18:26+08:00,2002-07-24T17:07+08:00,壬午,confirmed,hko+lunar,
2002,7,0,2002-08-09T03:15+08:00,2002-08-23T06:29+08:00,壬午,confirmed,hko+lunar,
2002,8,0,2002-09-07T11:10+08:00,2002-09-21T21:59+08:00,壬午,confirmed,hko+lunar,
2002,9,0,2002-10-06T19:17+08:00,2002-10-21T15:20+08:00,壬午,confirmed,hko+lunar,
2002,10,0,2002-11-05T04:34+08:00,2002-11-20T09:33+08:00,壬午,confirmed,hko+lunar,
2002,11,0,2002-12-04T15:34+08:00,2002-12-20T03:10+08:00,壬午,confirmed,hko+lunar,
2003,12,0,2003-01-03T04:22+08:00,2003-01-18T18:47+08:00,壬午,confirmed,hko+lunar,
2003,1,0,2003-02-01T18:48+08:00,2003-02-17T07:51+08:00,癸未,confirmed,hko+lunar,
2003,2,0,2003-03-03T10:34+08:00,2003-03-18T18:34+08:00,癸未,confirmed,hko+lunar,
2003,3,0,2003-04-02T03:18+08:00,2003-04-17T03:35+08:00,癸未,confirmed,hko+lunar,
2003,4,0,2003-05-01T20:14+08:00,2003-05-16T11:35+08:00,癸未,confirmed,hko+lunar,
2003,5,0,2003-05-31T12:19+08:00,2003-06-14T19:15+08:00,癸未,confirmed,hko+lunar,
2003,6,0,2003-06-30T02:38+08:00,2003-07-14T03:21+08:00,癸未,confirmed,hko+lunar,
2003,7,0,2003-07-29T14:52+08:00,2003-08-12T12:48+08:00,癸未,confirmed,hko+lunar,
2003,8,0,2003-08-28T01:26+08:00,2003-09-11T00:36+08:00,癸未,confirmed,hko+lunar,
2003,9,0,2003-09-26T11:09+08:00,2003-10-10T15:27+08:00,癸未,confirmed,hko+lunar,
2003,10,0,2003-10-25T20:50+08:00,2003-11-09T09:13+08:00,癸未,confirmed,hko+lunar,
2003,11,0,2003-11-24T06:58+08:00,2003-12-09T04:36+08:00,癸未,confirmed,hko+lunar,
2003,12,0,2003-12-23T17:43+08:00,2004-01-07T23:40+08:00,癸未,confirmed,hko+lunar,
2004,1,0,2004-01-22T05:04+08:00,2004-02-06T16:46+08:00,甲申,confirmed,hko+lunar,
2004,2,0,2004-02-20T17:17+08:00,2004-03-07T07:14+08:00,甲申,confirmed,hko+lunar,
2004,2,1,2004-03-21T06:41+08:00,2004-04-05T19:02+08:00,甲申,confirmed,hko+lunar,闰二月
2004,3,0,2004-04-19T21:21+08:00,2004-05-05T04:33+08:00,甲申,confirmed,hko+lunar,
2004,4,0,2004-05-19T12:51+08:00,2004-06-03T12:19+08:00,甲申,confirmed,hko+lunar,
2004,5,0,2004-06-18T04:26+08:00,2004-07-02T19:08+08:00,甲申,confirmed,hko+lunar,
2004,6,0,2004-07-17T19:23+08:00,2004-08-01T02:05+08:00,甲申,confirmed,hko+lunar,
2004,7,0,2004-08-16T09:23+08:00,2004-08-30T10:22+08:00,甲申,confirmed,hko+lunar,
2004,8,0,2004-09-14T22:29+08:00,2004-09-28T21:09+08:00,甲申,confirmed,hko+lunar,
2004,9,0,2004-10-14T10:48+08:00,2004-10-28T11:07+08:00,甲申,confirmed,hko+lunar,
2004,10,0,2004-11-12T22:27+08:00,2004-11-27T04:07+08:00,甲申,confirmed,hko+lunar,
2004,11,0,2004-12-12T09:29+08:00,2004-12-26T23:06+08:00,甲申,confirmed,hko+lunar,
2005,12,0,2005-01-10T20:02+08:00,2005-01-25T18:32+08:00,甲申,confirmed,hko+lunar,
2005,1,0,2005-02-09T06:28+08:00,2005-02-24T12:53+08:00,乙酉,confirmed,hko+lunar,
2005,2,0,2005-03-10T17:10+08:00,2005-03-26T04:58+08:00,乙酉,confirmed,hko+lunar,
2005,3,0,2005-04-09T04:32+08:00,2005-04-24T18:06+08:00,乙酉,confirmed,hko+lunar,
2005,4,0,2005-05-08T16:45+08:00,2005-05-24T04:18+08:00,乙酉,confirmed,hko+lunar,
2005,5,0,2005-06-07T05:55+08:00,2005-06-22T12:13+08:00,乙酉,confirmed,hko+lunar,
2005,6,0,2005-07-06T20:02+08:00,2005-07-21T19:00+08:00,乙酉,confirmed,hko+lunar,
2005,7,0,2005-08-05T11:04+08:00,2005-08-20T01:53+08:00,乙酉,confirmed,hko+lunar,
2005,8,0,2005-09-04T02:45+08:00,2005-09-18T10:00+08:00,乙酉,confirmed,hko+lunar,
2005,9,0,2005-10-03T18:27+08:00,2005-10-17T20:13+08:00,乙酉,confirmed,hko+lunar,
2005,10,0,2005-11-02T09:24+08:00,2005-11-16T08:57+08:00,乙酉,confirmed,hko+lunar,
2005,11,0,2005-12-01T23:00+08:00,2005-12-16T00:15+08:00,乙酉,confirmed,hko+lunar,
2005,12,0,2005-12-31T11:11+08:00,2006-01-14T17:48+08:00,乙酉,confirmed,hko+lunar,
2006,1,0,2006-01-29T22:14+08:00,2006-02-13T12:44+08:00,丙戌,confirmed,hko+lunar,
2006,2,0,2006-02-28T08:30+08:00,2006-03-15T07:35+08:00,丙戌,confirmed,hko+lunar,
2006,3,0,2006-03-29T18:15+08:00,2006-04-14T00:40+08:00,丙戌,confirmed,hko+lunar,
2006,4,0,2006-04-28T03:43+08:00,2006-05-13T14:51+08:00,丙戌,confirmed,hko+lunar,
2006,5,0,2006-05-27T13:25+08:00,2006-06-12T02:03+08:00,丙戌,confirmed,hko+lunar,
2006,6,0,2006-06-26T00:05+08:00,2006-07-11T11:01+08:00,丙戌,confirmed,hko+lunar,
2006,7,0,2006-07-25T12:30+08:00,2006-08-09T18:53+08:00,丙戌,confirmed,hko+lunar,
2006,7,1,2006-08-24T03:09+08:00,2006-09-08T02:42+08:00,丙戌,confirmed,hko+lunar,闰七月
2006,8,0,2006-09-22T19:45+08:00,2006-10-07T11:12+08:00,丙戌,confirmed,hko+lunar,
2006,9,0,2006-10-22T13:14+08:00,2006-11-05T20:58+08:00,丙戌,confirmed,hko+lunar,
2006,10,0,2006-11-21T06:17+08:00,2006-12-05T08:24+08:00,丙戌,confirmed,hko+lunar,
2006,11,0,2006-12-20T22:00+08:00,2007-01-03T21:57+08:00,丙戌,confirmed,hko+lunar,
2007,12,0,2007-01-19T12:00+08:00,2007-02-02T13:45+08:00,丙戌,confirmed,hko+lunar,
2007,1,0,2007-02-18T00:14+08:00,2007-03-04T07:17+08:00,丁亥,confirmed,hko+lunar,
2007,2,0,2007-03-19T10:42+08:00,2007-04-03T01:15+08:00,丁亥,confirmed,hko+lunar,
2007,3,0,2007-04-17T19:36+08:00,2007-05-02T18:09+08:00,丁亥,confirmed,hko+lunar,
2007,4,0,2007-05-17T03:27+08:00,2007-06-01T09:03+08:00,丁亥,confirmed,hko+lunar,
2007,5,0,2007-06-15T11:13+08:00,2007-06-30T21:48+08:00,丁亥,confirmed,hko+lunar,
2007,6,0,2007-07-14T20:03+08:00,2007-07-30T08:47+08:00,丁亥,confirmed,hko+lunar,
2007,7,0,2007-08-13T07:02+08:00,2007-08-28T18:35+08:00,丁亥,confirmed,hko+lunar,
2007,8,0,2007-09-11T20:44+08:00,2007-09-27T03:45+08:00,丁亥,confirmed,hko+lunar,
2007,9,0,2007-10-11T13:00+08:00,2007-10-26T12:51+08:00,丁亥,confirmed,hko+lunar,
2007,10,0,2007-11-10T07:03+08:00,2007-11-24T22:29+08:00,丁亥,confirmed,hko+lunar,
2007,11,0,2007-12-10T01:40+08:00,2007-12-24T09:15+08:00,丁亥,confirmed,hko+lunar,
2008,12,0,2008-01-08T19:37+08:00,2008-01-22T21:34+08:00,丁亥,confirmed,hko+lunar,
2008,1,0,2008-02-07T11:44+08:00,2008-02-21T11:30+08:00,戊子,confirmed,hko+lunar,
2008,2,0,2008-03-08T01:14+08:00,2008-03-22T02:39+08:00,戊子,confirmed,hko+lunar,
2008,3,0,2008-04-06T11:55+08:00,2008-04-20T18:25+08:00,戊子,confirmed,hko+lunar,
2008,4,0,2008-05-05T20:18+08:00,2008-05-20T10:11+08:00,戊子,confirmed,hko+lunar,
2008,5,0,2008-06-04T03:22+08:00,2008-06-19T01:30+08:00,戊子,confirmed,hko+lunar,
2008,6,0,2008-07-03T10:18+08:00,2008-07-18T15:59+08:00,戊子,confirmed,hko+lunar,
2008,7,0,2008-08-01T18:12+08:00,2008-08-17T05:16+08:00,戊子,confirmed,hko+lunar,
2008,8,0,2008-08-31T03:58+08:00,2008-09-15T17:13+08:00,戊子,confirmed,hko+lunar,
2008,9,0,2008-09-29T16:12+08:00,2008-10-15T04:02+08:00,戊子,confirmed,hko+lunar,
2008,10,0,2008-10-29T07:13+08:00,2008-11-13T14:17+08:00,戊子,confirmed,hko+lunar,
2008,11,0,2008-11-28T00:54+08:00,2008-12-13T00:37+08:00,戊子,confirmed,hko+lunar,
